t,value
1440894438,13/427
1440894438,13/427
1440894438,13/427
1440894438,25/868
1440894439,25/868
1440894446,25/868
1440894446,25/868
1440894446,25/868
1440894446,25/868
1440894446,25/868
1440894446,25/868
1440894446,25/868
1440894447,6/577
1440894448,6/577
1440894455,6/577
1440894455,6/577
1440894455,6/577
1440894455,6/577
1440894455,6/577
1440894455,6/577
1440894455,6/577
1440894456,252/3979
1440894457,252/3979
1440894464,252/3979
1440894464,252/3979
1440894464,252/3979
1440894464,252/3979
1440894464,252/3979
1440894464,252/3979
1440894464,128/1573
1440894465,128/1573
1440894466,128/1573
1440894473,128/1573
1440894473,128/1573
1440894473,128/1573
1440894473,128/1573
1440894473,128/1573
1440894473,128/1573
1440894473,44/1103
1440894474,44/1103
1440894475,44/1103
1440894482,44/1103
1440894482,44/1103
1440894482,44/1103
1440894482,44/1103
1440894482,44/1103
1440894482,44/1103
1440894482,33/1051
1440894483,33/1051
1440894484,33/1051
1440894491,33/1051
1440894491,33/1051
1440894491,33/1051
1440894491,33/1051
1440894491,33/1051
1440894491,33/1051
1440894491,0
1440894492,0
1440894493,0
1440894500,0
1440894500,0
1440894500,0
1440894500,0
1440894500,0
1440894500,0
1440894500,225/2183
1440894501,225/2183
1440894502,225/2183
1440894509,225/2183
1440894509,225/2183
1440894509,225/2183
1440894509,225/2183
1440894509,225/2183
1440894509,225/2183
1440894509,22/375
1440894510,22/375
1440894511,22/375
1440894518,22/375
1440894518,22/375
1440894518,22/375
1440894518,22/375
1440894518,22/375
1440894518,22/375
1440894518,216/3397
1440894519,216/3397
1440894520,216/3397
1440894527,216/3397
1440894527,216/3397
1440894527,216/3397
1440894527,216/3397
1440894527,216/3397
1440894527,216/3397
1440894527,0
1440894528,0
1440894535,0
1440894535,0
1440894535,0
1440894535,0
1440894535,0
1440894535,0
1440894535,0
1440894536,43/837
1440894537,43/837
1440894545,43/837
1440894545,185/3362
1440894545,185/3362
1440894545,185/3362
1440894545,185/3362
1440894545,185/3362
1440894545,185/3362
1440894545,185/3362
1440894546,185/3362
1440894553,185/3362
1440894553,185/3362
1440894553,185/3362
1440894553,185/3362
1440894553,185/3362
1440894553,185/3362
1440894553,60/467
1440894554,60/467
1440894555,60/467
1440894562,60/467
1440894562,60/467
1440894562,60/467
1440894562,60/467
1440894562,60/467
1440894562,60/467
1440894562,15/464
1440894563,15/464
1440894564,15/464
1440894571,15/464
1440894571,15/464
1440894571,15/464
1440894571,15/464
1440894571,15/464
1440894571,15/464
1440894571,145/2669
1440894572,145/2669
1440894573,145/2669
1440894580,145/2669
1440894580,145/2669
1440894580,145/2669
1440894580,145/2669
1440894580,145/2669
1440894580,145/2669
1440894580,126/1649
1440894581,126/1649
1440894588,126/1649
1440894588,126/1649
1440894588,126/1649
1440894588,126/1649
1440894588,126/1649
1440894588,126/1649
1440894588,126/1649
1440894589,27/455
1440894590,27/455
1440894597,27/455
1440894597,27/455
1440894597,27/455
1440894597,27/455
1440894597,3/245
1440894597,3/245
1440894597,3/245
1440894598,3/245
1440894599,3/245
1440894606,3/245
1440894606,3/245
1440894606,3/245
1440894606,3/245
1440894606,3/245
1440894606,3/245
1440894606,329/2631
1440894607,329/2631
1440894608,329/2631
1440894615,329/2631
1440894615,329/2631
1440894615,329/2631
1440894615,329/2631
1440894615,329/2631
1440894615,329/2631
1440894615,671/5936
1440894616,671/5936
1440894617,671/5936
1440894623,671/5936
1440894623,671/5936
1440894623,671/5936
1440894623,671/5936
1440894623,671/5936
1440894623,671/5936
1440894624,240/2503
1440894625,240/2503
1440894632,240/2503
1440894632,240/2503
1440894632,240/2503
1440894632,240/2503
1440894632,240/2503
1440894632,240/2503
1440894632,15/293
1440894633,15/293
1440894634,15/293
1440894641,15/293
1440894641,15/293
1440894641,15/293
1440894641,15/293
1440894641,15/293
1440894641,15/293
1440894641,2/231
1440894642,2/231
1440894643,2/231
1440894650,2/231
1440894650,2/231
1440894650,2/231
1440894650,2/231
1440894650,2/231
1440894650,2/231
1440894650,481/3594
1440894651,481/3594
1440894652,481/3594
1440894659,481/3594
1440894659,481/3594
1440894659,481/3594
1440894659,481/3594
1440894659,481/3594
1440894659,481/3594
1440894659,9/113
1440894660,9/113
1440894661,9/113
1440894668,9/113
1440894668,9/113
1440894668,9/113
1440894668,9/113
1440894668,9/113
1440894668,9/113
1440894668,45/961
1440894669,45/961
1440894670,45/961
1440894677,45/961
1440894677,45/961
1440894677,45/961
1440894677,45/961
1440894677,45/961
1440894677,45/961
1440894677,14/837
1440894678,14/837
1440894685,14/837
1440894685,14/837
1440894685,14/837
1440894685,14/837
1440894685,14/837
1440894685,104/1267
1440894685,104/1267
1440894686,104/1267
1440894687,104/1267
1440894694,104/1267
1440894694,104/1267
1440894694,287/4068
1440894694,287/4068
1440894694,287/4068
1440894694,287/4068
1440894694,287/4068
1440894695,287/4068
1440894696,287/4068
1440894703,287/4068
1440894703,287/4068
1440894704,287/4068
1440894704,287/4068
1440894704,287/4068
1440894704,287/4068
1440894704,287/4068
1440894704,20/383
1440894705,20/383
1440894712,20/383
1440894712,20/383
1440894712,20/383
1440894712,20/383
1440894712,20/383
1440894712,20/383
1440894712,1/31
1440894713,1/31
1440894714,1/31
1440894721,1/31
1440894721,1/31
1440894721,1/31
1440894721,1/31
1440894721,1/31
1440894721,1/31
1440894721,96/707
1440894722,96/707
1440894723,96/707
1440894729,96/707
1440894729,96/707
1440894729,96/707
1440894729,96/707
1440894729,96/707
1440894730,96/707
1440894730,81/884
1440894731,81/884
1440894738,81/884
1440894738,81/884
1440894738,81/884
1440894738,81/884
1440894738,81/884
1440894738,81/884
1440894738,192/2239
1440894739,192/2239
1440894740,192/2239
1440894747,192/2239
1440894747,192/2239
1440894747,192/2239
1440894747,192/2239
1440894747,192/2239
1440894747,192/2239
1440894747,27/694
1440894748,27/694
1440894749,27/694
1440894756,27/694
1440894756,27/694
1440894756,27/694
1440894756,27/694
1440894756,27/694
1440894756,27/694
1440894756,259/3772
1440894757,259/3772
1440894758,259/3772
1440894764,259/3772
1440894764,259/3772
1440894764,259/3772
1440894764,259/3772
1440894764,259/3772
1440894764,259/3772
1440894765,175/1609
1440894766,175/1609
1440894773,175/1609
1440894773,175/1609
1440894773,175/1609
1440894773,175/1609
1440894773,175/1609
1440894773,175/1609
1440894773,120/1649
1440894774,120/1649
1440894775,120/1649
1440894782,120/1649
1440894782,120/1649
1440894782,120/1649
1440894782,120/1649
1440894782,120/1649
1440894782,120/1649
1440894782,2/257
1440894783,2/257
1440894784,2/257
1440894791,2/257
1440894791,2/257
1440894791,2/257
1440894791,2/257
1440894791,2/257
1440894791,2/257
1440894791,40/537
1440894792,40/537
1440894799,40/537
1440894799,40/537
1440894799,40/537
1440894799,40/537
1440894799,40/537
1440894799,40/537
1440894799,45/911
1440894800,45/911
1440894801,45/911
1440894808,45/911
1440894808,45/911
1440894808,45/911
1440894808,45/911
1440894808,45/911
1440894808,45/911
1440894808,22/1371
1440894809,22/1371
1440894816,22/1371
1440894816,22/1371
1440894816,22/1371
1440894816,22/1371
1440894816,22/1371
1440894816,22/1371
1440894816,22/1371
1440894817,7/382
1440894818,7/382
1440894825,7/382
1440894825,7/382
1440894825,7/382
1440894825,7/382
1440894825,7/382
1440894825,7/382
1440894825,344/4433
1440894826,344/4433
1440894833,344/4433
1440894833,344/4433
1440894833,344/4433
1440894833,48/1483
1440894833,48/1483
1440894833,48/1483
1440894833,48/1483
1440894834,48/1483
1440894835,48/1483
1440894842,48/1483
1440894842,48/1483
1440894842,48/1483
1440894842,48/1483
1440894842,48/1483
1440894842,48/1483
1440894842,1/81
1440894843,1/81
1440894844,1/81
1440894851,1/81
1440894851,1/81
1440894851,1/81
1440894851,1/81
1440894851,1/81
1440894851,1/81
1440894851,154/2217
1440894852,154/2217
1440894859,154/2217
1440894859,154/2217
1440894859,154/2217
1440894859,154/2217
1440894859,154/2217
1440894859,154/2217
1440894859,34/575
1440894860,34/575
1440894861,34/575
1440894868,34/575
1440894868,34/575
1440894868,34/575
1440894868,34/575
1440894868,34/575
1440894868,34/575
1440894868,40/1001
1440894869,40/1001
1440894870,40/1001
1440894876,40/1001
1440894876,40/1001
1440894876,40/1001
1440894876,40/1001
1440894876,40/1001
1440894876,40/1001
1440894877,110/1079
1440894878,110/1079
1440894885,110/1079
1440894885,110/1079
1440894885,13/1343
1440894885,13/1343
1440894885,13/1343
1440894885,13/1343
1440894885,13/1343
1440894886,13/1343
1440894887,13/1343
1440894894,13/1343
1440894894,13/1343
1440894894,13/1343
1440894894,13/1343
1440894894,80/2083
1440894894,80/2083
1440894894,80/2083
1440894895,80/2083
1440894896,80/2083
1440894903,80/2083
1440894903,80/2083
1440894903,138/2567
1440894903,138/2567
1440894903,138/2567
1440894903,138/2567
1440894903,138/2567
1440894904,138/2567
1440894911,138/2567
1440894911,138/2567
1440894911,138/2567
1440894911,138/2567
1440894911,0
1440894911,0
1440894911,0
1440894912,0
1440894913,0
1440894920,0
1440894920,0
1440894920,36/919
1440894920,36/919
1440894920,36/919
1440894920,36/919
1440894920,36/919
1440894921,36/919
1440894922,36/919
1440894929,36/919
1440894929,36/919
1440894929,45/997
1440894929,45/997
1440894929,45/997
1440894929,45/997
1440894929,45/997
1440894930,45/997
1440894937,45/997
1440894937,45/997
1440894937,45/997
1440894937,45/997
1440894937,30/569
1440894937,30/569
1440894937,30/569
1440894938,30/569
1440894939,30/569
1440894946,30/569
1440894946,30/569
1440894946,124/1547
1440894946,124/1547
1440894946,124/1547
1440894946,124/1547
1440894946,124/1547
1440894947,124/1547
1440894948,124/1547
1440894955,124/1547
1440894955,124/1547
1440894955,24/1115
1440894955,24/1115
1440894955,24/1115
1440894955,24/1115
1440894955,24/1115
1440894956,24/1115
1440894963,24/1115
1440894963,24/1115
1440894963,24/1115
1440894963,24/1115
1440894963,24/1115
1440894963,24/1115
1440894963,24/1115
1440894964,17/1684
1440894965,17/1684
1440894972,17/1684
1440894972,17/1684
1440894972,17/1684
1440894972,17/1684
1440894972,17/1684
1440894972,17/1684
1440894972,4/171
1440894973,4/171
1440894974,4/171
1440894981,4/171
1440894981,4/171
1440894981,50/1049
1440894981,50/1049
1440894981,50/1049
1440894981,50/1049
1440894981,50/1049
1440894982,50/1049
1440894989,50/1049
1440894989,50/1049
1440894989,50/1049
1440894989,50/1049
1440894989,50/1049
1440894989,50/1049
1440894989,50/1049
1440894990,6/209
1440894991,6/209
1440894998,6/209
1440894998,6/209
1440894998,0
1440894998,0
1440894998,0
1440894998,0
1440894998,0
1440894999,0
1440895000,0
1440895006,0
1440895006,0
1440895006,0
1440895006,0
1440895006,0
1440895006,0
1440895007,0
1440895008,0
1440895015,0
1440895015,0
1440895015,36/671
1440895015,36/671
1440895015,36/671
1440895015,36/671
1440895015,36/671
1440895016,36/671
1440895017,36/671
1440895024,36/671
1440895024,36/671
1440895024,36/671
1440895024,36/671
1440895024,36/671
1440895024,36/671
1440895024,2/101
1440895025,2/101
1440895032,2/101
1440895032,2/101
1440895032,30/883
1440895032,30/883
1440895032,30/883
1440895032,30/883
1440895032,30/883
1440895033,30/883
1440895034,30/883
1440895041,30/883
1440895041,30/883
1440895041,30/883
1440895041,30/883
1440895041,30/883
1440895041,30/883
1440895041,364/4749
1440895042,364/4749
1440895049,364/4749
1440895049,364/4749
1440895049,364/4749
1440895049,364/4749
1440895049,364/4749
1440895049,364/4749
1440895049,364/4749
1440895050,22/811
1440895051,22/811
1440895058,22/811
1440895058,22/811
1440895058,3/149
1440895058,3/149
1440895058,3/149
1440895058,3/149
1440895058,3/149
1440895059,3/149
1440895066,3/149
1440895066,3/149
1440895066,3/149
1440895066,3/149
1440895066,3/149
1440895066,3/149
1440895066,3/149
1440895067,0
1440895068,0
1440895075,0
1440895075,0
1440895075,0
1440895075,0
1440895075,0
1440895075,119/1865
1440895075,119/1865
1440895076,119/1865
1440895083,119/1865
1440895083,119/1865
1440895083,0
1440895083,0
1440895083,0
1440895083,0
1440895083,0
1440895084,0
1440895085,0
1440895092,0
1440895092,0
1440895092,1/105
1440895092,1/105
1440895092,1/105
1440895092,1/105
1440895092,1/105
1440895093,1/105
1440895094,1/105
1440895100,1/105
1440895100,1/105
1440895100,92/2647
1440895100,92/2647
1440895100,92/2647
1440895100,92/2647
1440895101,92/2647
1440895102,92/2647
1440895109,92/2647
1440895109,92/2647
1440895109,92/2647
1440895109,92/2647
1440895109,92/2647
1440895109,92/2647
1440895109,11/1087
1440895110,11/1087
1440895111,11/1087
1440895118,11/1087
1440895118,11/1087
1440895118,3/338
1440895118,3/338
1440895118,3/338
1440895118,3/338
1440895118,3/338
1440895119,3/338
1440895126,3/338
1440895126,3/338
1440895126,3/338
1440895126,3/338
1440895126,3/338
1440895126,0
1440895126,0
1440895127,0
1440895128,0
1440895136,0
1440895136,0
1440895136,0
1440895136,0
1440895136,0
1440895136,0
1440895136,0
1440895136,174/3149
1440895137,174/3149
1440895144,174/3149
1440895144,174/3149
1440895144,174/3149
1440895144,174/3149
1440895144,174/3149
1440895144,5/93
1440895144,5/93
1440895145,5/93
1440895146,5/93
1440895153,5/93
1440895153,5/93
1440895153,5/93
1440895153,1/45
1440895153,1/45
1440895153,1/45
1440895153,1/45
1440895154,1/45
1440895161,1/45
1440895161,1/45
1440895161,58/1501
1440895161,58/1501
1440895161,58/1501
1440895161,58/1501
1440895161,58/1501
1440895162,58/1501
1440895163,58/1501
1440895170,58/1501
1440895170,58/1501
1440895170,58/1501
1440895170,58/1501
1440895170,58/1501
1440895170,58/1501
1440895170,135/4541
1440895171,135/4541
1440895178,135/4541
1440895178,135/4541
1440895178,135/4541
1440895178,135/4541
1440895178,135/4541
1440895178,135/4541
1440895178,34/1943
1440895179,34/1943
1440895180,34/1943
1440895187,34/1943
1440895187,34/1943
1440895187,0
1440895187,0
1440895187,0
1440895187,0
1440895187,0
1440895188,0
1440895195,0
1440895195,0
1440895195,0
1440895195,0
1440895195,0
1440895195,85/974
1440895195,85/974
1440895196,85/974
1440895197,85/974
1440895204,85/974
1440895204,85/974
1440895204,85/974
1440895204,85/974
1440895204,85/974
1440895204,85/974
1440895204,8/443
1440895205,8/443
1440895206,8/443
1440895213,8/443
1440895213,8/443
1440895213,7/680
1440895213,7/680
1440895213,7/680
1440895213,7/680
1440895213,7/680
1440895214,7/680
1440895221,7/680
1440895221,7/680
1440895221,50/2201
1440895221,50/2201
1440895221,50/2201
1440895221,50/2201
1440895221,50/2201
1440895222,50/2201
1440895223,50/2201
1440895230,50/2201
1440895230,50/2201
1440895230,21/290
1440895230,21/290
1440895230,21/290
1440895230,21/290
1440895230,21/290
1440895231,21/290
1440895232,21/290
1440895239,21/290
1440895239,21/290
1440895239,21/290
1440895239,21/290
1440895239,21/290
1440895239,0
1440895239,0
1440895240,0
1440895248,0
1440895248,0
1440895248,0
1440895248,0
1440895248,0
1440895248,0
1440895248,0
1440895248,115/1831
1440895249,115/1831
1440895256,115/1831
1440895256,115/1831
1440895256,115/1831
1440895256,115/1831
1440895256,115/1831
1440895256,115/1831
1440895256,115/1831
1440895257,3/199
1440895258,3/199
1440895266,3/199
1440895266,3/199
1440895266,3/199
1440895266,3/199
1440895266,3/199
1440895266,3/199
1440895266,3/199
1440895266,531/1636
1440895267,531/1636
1440895274,531/1636
1440895274,531/1636
1440895274,531/1636
1440895274,531/1636
1440895274,531/1636
1440895274,531/1636
1440895274,531/1636
1440895275,352/1685
1440895276,352/1685
1440895283,352/1685
1440895283,352/1685
1440895283,352/1685
1440895283,352/1685
1440895283,352/1685
1440895283,352/1685
1440895283,352/1685
1440895284,91/575
1440895285,91/575
1440895292,91/575
1440895292,91/575
1440895292,91/575
1440895292,91/575
1440895292,91/575
1440895292,91/575
1440895292,91/575
1440895293,108/811
1440895294,108/811
1440895301,108/811
1440895301,108/811
1440895301,108/811
1440895301,108/811
1440895301,108/811
1440895301,108/811
1440895301,108/811
1440895302,2812/6353
1440895303,2812/6353
1440895310,2812/6353
1440895310,2812/6353
1440895310,2812/6353
1440895310,2812/6353
1440895310,2812/6353
1440895310,2812/6353
1440895310,2812/6353
1440895311,667/1335
1440895312,667/1335
1440895319,667/1335
1440895319,667/1335
1440895319,667/1335
1440895319,667/1335
1440895319,667/1335
1440895319,667/1335
1440895319,667/1335
1440895320,238/745
1440895321,238/745
1440895328,238/745
1440895328,238/745
1440895328,238/745
1440895328,238/745
1440895328,238/745
1440895328,238/745
1440895328,238/745
1440895329,672/2783
1440895330,672/2783
1440895338,672/2783
1440895338,672/2783
1440895338,672/2783
1440895338,672/2783
1440895338,672/2783
1440895338,672/2783
1440895338,672/2783
1440895338,12/89
1440895339,12/89
1440895347,12/89
1440895347,12/89
1440895347,12/89
1440895347,12/89
1440895347,12/89
1440895347,12/89
1440895347,0
1440895347,0
1440895348,0
1440895349,0
1440895356,0
1440895356,0
1440895356,0
1440895356,0
1440895356,0
1440895356,0
1440895356,0
1440895357,432/1703
1440895358,432/1703
1440895366,432/1703
1440895366,432/1703
1440895366,432/1703
1440895366,432/1703
1440895366,432/1703
1440895366,432/1703
1440895366,432/1703
1440895366,2871/7967
1440895367,2871/7967
1440895375,2871/7967
1440895375,2871/7967
1440895375,2871/7967
1440895375,2871/7967
1440895375,2871/7967
1440895375,2871/7967
1440895375,2871/7967
1440895375,697/3855
1440895376,697/3855
1440895384,697/3855
1440895384,697/3855
1440895384,697/3855
1440895384,697/3855
1440895384,697/3855
1440895384,697/3855
1440895384,697/3855
1440895384,880/5199
1440895385,880/5199
1440895386,880/5199
1440895393,880/5199
1440895393,880/5199
1440895393,880/5199
1440895393,880/5199
1440895393,880/5199
1440895393,880/5199
1440895393,33/641
1440895394,33/641
1440895402,33/641
1440895402,33/641
1440895402,33/641
1440895402,33/641
1440895402,33/641
1440895402,33/641
1440895402,33/641
1440895402,4/355
1440895403,4/355
1440895411,4/355
1440895411,4/355
1440895411,4/355
1440895411,4/355
1440895411,4/355
1440895411,4/355
1440895411,4/355
1440895411,3000/9211
1440895412,3000/9211
1440895420,3000/9211
1440895420,3000/9211
1440895420,3000/9211
1440895420,3000/9211
1440895420,3000/9211
1440895420,3000/9211
1440895420,3000/9211
1440895420,418/2197
1440895421,418/2197
1440895429,418/2197
1440895429,418/2197
1440895429,418/2197
1440895429,418/2197
1440895429,418/2197
1440895429,418/2197
1440895429,418/2197
1440895429,116/861
1440895430,116/861
1440895438,116/861
1440895438,116/861
1440895438,116/861
1440895438,116/861
1440895438,116/861
1440895438,116/861
1440895438,116/861
1440895438,132/2207
1440895439,132/2207
1440895440,132/2207
1440895447,132/2207
1440895447,132/2207
1440895447,132/2207
1440895447,132/2207
1440895447,132/2207
1440895447,132/2207
1440895447,26/1201
1440895448,26/1201
1440895449,26/1201
1440895456,26/1201
1440895456,26/1201
1440895456,26/1201
1440895456,26/1201
1440895456,26/1201
1440895456,26/1201
1440895456,1458/7163
1440895457,1458/7163
1440895465,1458/7163
1440895465,1458/7163
1440895465,1458/7163
1440895465,1458/7163
1440895465,1458/7163
1440895465,1458/7163
1440895465,1458/7163
1440895465,435/2876
1440895466,435/2876
1440895467,435/2876
1440895474,435/2876
1440895474,435/2876
1440895474,435/2876
1440895474,435/2876
1440895474,435/2876
1440895474,435/2876
1440895474,138/1411
1440895475,138/1411
1440895476,138/1411
1440895483,138/1411
1440895483,138/1411
1440895483,138/1411
1440895483,138/1411
1440895483,138/1411
1440895483,138/1411
1440895483,138/1411
1440895484,182/2757
1440895485,182/2757
1440895493,182/2757
1440895493,182/2757
1440895493,182/2757
1440895493,182/2757
1440895493,182/2757
1440895493,182/2757
1440895493,182/2757
1440895493,26/681
1440895494,26/681
1440895502,26/681
1440895502,26/681
1440895502,26/681
1440895502,26/681
1440895502,26/681
1440895502,26/681
1440895502,26/681
1440895502,0
1440895503,0
1440895504,0
1440895511,0
1440895511,0
1440895511,0
1440895511,0
1440895511,0
1440895511,0
1440895511,168/1817
1440895512,168/1817
1440895513,168/1817
1440895520,168/1817
1440895520,168/1817
1440895520,168/1817
1440895520,168/1817
1440895520,168/1817
1440895520,168/1817
1440895520,168/1817
1440895521,576/5365
1440895522,576/5365
1440895530,576/5365
1440895530,576/5365
1440895530,576/5365
1440895530,576/5365
1440895530,576/5365
1440895530,576/5365
1440895530,576/5365
1440895530,369/4079
1440895531,369/4079
1440895532,369/4079
1440895539,369/4079
1440895539,369/4079
1440895539,369/4079
1440895539,369/4079
1440895539,369/4079
1440895539,369/4079
1440895539,369/4079
1440895540,16/147
1440895541,16/147
1440895549,16/147
1440895549,16/147
1440895549,16/147
1440895549,16/147
1440895549,16/147
1440895549,16/147
1440895549,16/147
1440895549,45/878
1440895550,45/878
1440895558,45/878
1440895558,45/878
1440895558,45/878
1440895558,45/878
1440895558,45/878
1440895558,45/878
1440895558,45/878
1440895558,13/385
1440895559,13/385
1440895560,13/385
1440895567,13/385
1440895567,13/385
1440895567,13/385
1440895567,13/385
1440895567,13/385
1440895567,13/385
1440895567,13/385
1440895568,21/622
1440895569,21/622
1440895577,21/622
1440895577,21/622
1440895577,21/622
1440895577,21/622
1440895577,21/622
1440895577,21/622
1440895577,21/622
1440895577,247/1852
1440895578,247/1852
1440895586,247/1852
1440895586,247/1852
1440895586,247/1852
1440895586,247/1852
1440895586,247/1852
1440895586,247/1852
1440895586,247/1852
1440895586,50/459
1440895587,50/459
1440895588,50/459
1440895595,50/459
1440895595,50/459
1440895595,50/459
1440895595,50/459
1440895595,50/459
1440895595,50/459
1440895595,50/459
1440895596,507/3461
1440895597,507/3461
1440895605,507/3461
1440895605,507/3461
1440895605,507/3461
1440895605,507/3461
1440895605,507/3461
1440895605,507/3461
1440895605,507/3461
1440895605,49/701
1440895606,49/701
1440895614,49/701
1440895614,49/701
1440895614,49/701
1440895614,49/701
1440895614,49/701
1440895614,49/701
1440895614,49/701
1440895614,84/1147
1440895615,84/1147
1440895616,84/1147
1440895623,84/1147
1440895623,84/1147
1440895623,84/1147
1440895623,84/1147
1440895623,84/1147
1440895623,84/1147
1440895623,84/1147
1440895624,64/1565
1440895625,64/1565
1440895632,64/1565
1440895632,64/1565
1440895632,64/1565
1440895632,64/1565
1440895632,64/1565
1440895632,64/1565
1440895632,64/1565
1440895633,2/115
1440895634,2/115
1440895642,2/115
1440895642,2/115
1440895642,2/115
1440895642,2/115
1440895642,2/115
1440895642,2/115
1440895642,2/115
1440895642,0
1440895643,0
1440895651,0
1440895651,0
1440895651,0
1440895651,0
1440895651,0
1440895651,0
1440895651,0
1440895651,41/427
1440895652,41/427
1440895653,41/427
1440895660,41/427
1440895660,41/427
1440895660,41/427
1440895660,41/427
1440895660,41/427
1440895660,41/427
1440895660,41/427
1440895661,29/798
1440895662,29/798
1440895670,29/798
1440895670,29/798
1440895670,29/798
1440895670,29/798
1440895670,29/798
1440895670,29/798
1440895670,29/798
1440895670,304/3645
1440895671,304/3645
1440895679,304/3645
1440895679,304/3645
1440895679,304/3645
1440895679,304/3645
1440895679,304/3645
1440895679,304/3645
1440895679,304/3645
1440895679,11/952
1440895680,11/952
1440895681,11/952
1440895688,11/952
1440895688,11/952
1440895688,11/952
1440895688,11/952
1440895688,11/952
1440895688,11/952
1440895688,17/772
1440895689,17/772
1440895690,17/772
1440895698,17/772
1440895698,17/772
1440895698,17/772
1440895698,17/772
1440895698,17/772
1440895698,17/772
1440895698,17/772
1440895698,20/893
1440895699,20/893
1440895707,20/893
1440895707,20/893
1440895707,20/893
1440895707,20/893
1440895707,20/893
1440895707,20/893
1440895707,20/893
1440895707,3/97
1440895708,3/97
1440895709,3/97
1440895716,3/97
1440895716,3/97
1440895716,3/97
1440895716,3/97
1440895716,3/97
1440895716,3/97
1440895716,3/97
1440895717,732/2293
1440895718,732/2293
1440895726,732/2293
1440895726,732/2293
1440895726,732/2293
1440895726,732/2293
1440895726,732/2293
1440895726,732/2293
1440895726,732/2293
1440895726,1309/6372
1440895727,1309/6372
1440895735,1309/6372
1440895735,1309/6372
1440895735,1309/6372
1440895735,1309/6372
1440895735,1309/6372
1440895735,1309/6372
1440895735,1309/6372
1440895735,832/4919
1440895736,832/4919
1440895744,832/4919
1440895744,832/4919
1440895744,832/4919
1440895744,832/4919
1440895744,832/4919
1440895744,832/4919
1440895744,832/4919
1440895744,145/2348
1440895745,145/2348
1440895746,145/2348
1440895753,145/2348
1440895753,145/2348
1440895753,145/2348
1440895753,145/2348
1440895753,145/2348
1440895753,145/2348
1440895753,145/2348
1440895754,3/38
1440895755,3/38
1440895763,3/38
1440895763,3/38
1440895763,3/38
1440895763,3/38
1440895763,3/38
1440895763,3/38
1440895763,3/38
1440895763,66/1211
1440895764,66/1211
1440895772,66/1211
1440895772,66/1211
1440895772,66/1211
1440895772,66/1211
1440895772,66/1211
1440895772,66/1211
1440895772,66/1211
1440895772,2/263
1440895773,2/263
1440895781,2/263
1440895781,2/263
1440895781,2/263
1440895781,2/263
1440895781,2/263
1440895781,2/263
1440895781,2/263
1440895781,60/461
1440895782,60/461
1440895783,60/461
1440895790,60/461
1440895790,60/461
1440895790,60/461
1440895790,60/461
1440895790,60/461
1440895790,60/461
1440895790,60/461
1440895791,369/3830
1440895792,369/3830
1440895799,369/3830
1440895799,369/3830
1440895799,369/3830
1440895799,369/3830
1440895799,369/3830
1440895799,369/3830
1440895799,369/3830
1440895800,231/2788
1440895801,231/2788
1440895809,231/2788
1440895809,231/2788
1440895809,231/2788
1440895809,231/2788
1440895809,231/2788
1440895809,231/2788
1440895809,231/2788
1440895809,32/763
1440895810,32/763
1440895818,32/763
1440895818,32/763
1440895818,32/763
1440895818,32/763
1440895818,32/763
1440895818,32/763
1440895818,32/763
1440895818,24/791
1440895819,24/791
1440895827,24/791
1440895827,24/791
1440895827,0
1440895827,0
1440895827,0
1440895827,0
1440895827,0
1440895827,0
1440895828,0
1440895829,0
1440895836,0
1440895836,0
1440895837,0
1440895837,0
1440895837,0
1440895837,0
1440895837,0
1440895837,156/1055
1440895838,156/1055
1440895846,156/1055
1440895846,156/1055
1440895846,156/1055
1440895846,156/1055
1440895846,156/1055
1440895846,156/1055
1440895846,156/1055
1440895846,286/2231
1440895847,286/2231
1440895855,286/2231
1440895855,286/2231
1440895855,286/2231
1440895855,286/2231
1440895855,286/2231
1440895855,286/2231
1440895855,286/2231
1440895855,350/3593
1440895856,350/3593
1440895864,350/3593
1440895864,350/3593
1440895864,350/3593
1440895864,350/3593
1440895864,350/3593
1440895864,350/3593
1440895864,350/3593
1440895864,350/3593
1440895865,77/866
1440895866,77/866
1440895874,77/866
1440895874,77/866
1440895874,77/866
1440895874,77/866
1440895874,77/866
1440895874,77/866
1440895874,77/866
1440895874,51/1591
1440895875,51/1591
1440895883,51/1591
1440895883,51/1591
1440895883,51/1591
1440895883,51/1591
1440895883,51/1591
1440895883,51/1591
1440895883,51/1591
1440895883,7/652
1440895884,7/652
1440895885,7/652
1440895892,7/652
1440895892,7/652
1440895892,7/652
1440895892,7/652
1440895892,7/652
1440895892,7/652
1440895892,7/652
1440895893,16/771
1440895894,16/771
1440895902,16/771
1440895902,16/771
1440895902,16/771
1440895902,16/771
1440895902,16/771
1440895902,16/771
1440895902,16/771
1440895902,186/2185
1440895903,186/2185
1440895911,186/2185
1440895911,186/2185
1440895911,186/2185
1440895911,186/2185
1440895911,186/2185
1440895911,186/2185
1440895911,186/2185
1440895911,24/377
1440895912,24/377
1440895913,24/377
1440895920,24/377
1440895920,24/377
1440895921,24/377
1440895921,24/377
1440895921,24/377
1440895921,24/377
1440895921,24/377
1440895921,222/3497
1440895922,222/3497
1440895930,222/3497
1440895930,222/3497
1440895930,222/3497
1440895930,222/3497
1440895930,222/3497
1440895930,222/3497
1440895930,222/3497
1440895930,144/2485
1440895931,144/2485
1440895932,144/2485
1440895939,144/2485
