t,value
1440895939,144/2485
1440895939,144/2485
1440895939,144/2485
1440895939,144/2485
1440895939,144/2485
1440895939,144/2485
1440895940,207/1969
1440895941,207/1969
1440895949,207/1969
1440895949,207/1969
1440895949,207/1969
1440895949,207/1969
1440895949,207/1969
1440895949,207/1969
1440895949,207/1969
1440895949,507/3658
1440895950,507/3658
1440895951,507/3658
1440895958,507/3658
1440895958,507/3658
1440895958,507/3658
1440895958,507/3658
1440895958,507/3658
1440895958,507/3658
1440895958,507/3658
1440895959,200/1417
1440895960,200/1417
1440895968,200/1417
1440895968,200/1417
1440895968,200/1417
1440895968,200/1417
1440895968,200/1417
1440895968,200/1417
1440895968,200/1417
1440895968,203/2260
1440895969,203/2260
1440895977,203/2260
1440895977,203/2260
1440895977,203/2260
1440895977,203/2260
1440895977,203/2260
1440895977,203/2260
1440895977,203/2260
1440895977,2/207
1440895978,2/207
1440895979,2/207
1440895987,2/207
1440895987,2/207
1440895987,2/207
1440895987,2/207
1440895987,2/207
1440895987,2/207
1440895987,2/207
1440895987,680/1627
1440895988,680/1627
1440895996,680/1627
1440895996,680/1627
1440895996,680/1627
1440895996,680/1627
1440895996,680/1627
1440895996,680/1627
1440895996,680/1627
1440895996,696/1933
1440895997,696/1933
1440896005,696/1933
1440896005,696/1933
1440896005,696/1933
1440896005,696/1933
1440896005,696/1933
1440896005,696/1933
1440896005,696/1933
1440896005,696/1933
1440896006,51/248
1440896007,51/248
1440896015,51/248
1440896015,51/248
1440896015,51/248
1440896015,51/248
1440896015,51/248
1440896015,51/248
1440896015,51/248
1440896015,658/3615
1440896016,658/3615
1440896024,658/3615
1440896024,658/3615
1440896024,658/3615
1440896024,658/3615
1440896024,658/3615
1440896024,658/3615
1440896024,658/3615
1440896024,221/1095
1440896025,221/1095
1440896026,221/1095
1440896033,221/1095
1440896033,221/1095
1440896033,221/1095
1440896033,221/1095
1440896033,221/1095
1440896033,221/1095
1440896033,221/1095
1440896034,133/1377
1440896035,133/1377
1440896043,133/1377
1440896043,133/1377
1440896043,133/1377
1440896043,133/1377
1440896043,133/1377
1440896043,133/1377
1440896043,133/1377
1440896043,66/839
1440896044,66/839
1440896052,66/839
1440896052,66/839
1440896052,66/839
1440896052,66/839
1440896052,66/839
1440896052,66/839
1440896052,66/839
1440896052,66/839
1440896053,3/88
1440896054,3/88
1440896062,3/88
1440896062,3/88
1440896062,3/88
1440896062,3/88
1440896062,3/88
1440896062,3/88
1440896062,3/88
1440896062,41/156
1440896063,41/156
1440896071,41/156
1440896071,41/156
1440896071,41/156
1440896071,41/156
1440896071,41/156
1440896071,41/156
1440896071,41/156
1440896071,2117/6133
1440896072,2117/6133
1440896080,2117/6133
1440896080,2117/6133
1440896080,2117/6133
1440896080,2117/6133
1440896080,2117/6133
1440896080,2117/6133
1440896080,2117/6133
1440896080,2117/6133
1440896081,50/417
1440896082,50/417
1440896089,50/417
1440896089,50/417
1440896089,50/417
1440896089,50/417
1440896089,50/417
1440896089,50/417
1440896089,50/417
1440896090,64/1083
1440896091,64/1083
1440896099,64/1083
1440896099,64/1083
1440896099,64/1083
1440896099,64/1083
1440896099,64/1083
1440896099,64/1083
1440896099,64/1083
1440896099,45/902
1440896100,45/902
1440896101,45/902
1440896109,45/902
1440896109,45/902
1440896109,45/902
1440896109,45/902
1440896109,45/902
1440896109,45/902
1440896109,45/902
1440896109,24/613
1440896110,24/613
1440896118,24/613
1440896118,24/613
1440896118,24/613
1440896118,24/613
1440896118,24/613
1440896118,24/613
1440896118,24/613
1440896118,98/1445
1440896119,98/1445
1440896120,98/1445
1440896127,98/1445
1440896127,98/1445
1440896127,1/58
1440896127,1/58
1440896127,1/58
1440896127,1/58
1440896127,1/58
1440896128,1/58
1440896129,1/58
1440896137,1/58
1440896137,1/58
1440896137,1/58
1440896137,1/58
1440896137,1/58
1440896137,1/58
1440896137,1/58
1440896137,0
1440896138,0
1440896146,378/2969
1440896146,378/2969
1440896146,378/2969
1440896146,378/2969
1440896146,378/2969
1440896146,378/2969
1440896146,378/2969
1440896146,378/2969
1440896147,378/2969
1440896148,378/2969
1440896156,378/2969
1440896156,378/2969
1440896156,378/2969
1440896156,378/2969
1440896156,378/2969
1440896156,378/2969
1440896156,378/2969
1440896156,333/3290
1440896157,333/3290
1440896165,333/3290
1440896165,333/3290
1440896165,333/3290
1440896165,333/3290
1440896165,333/3290
1440896165,333/3290
1440896165,333/3290
1440896165,185/1662
1440896166,185/1662
1440896174,185/1662
1440896174,185/1662
1440896174,185/1662
1440896174,185/1662
1440896174,185/1662
1440896174,185/1662
1440896174,185/1662
1440896174,145/2703
1440896175,145/2703
1440896176,145/2703
1440896183,145/2703
1440896183,145/2703
1440896183,145/2703
1440896183,145/2703
1440896183,145/2703
1440896183,145/2703
1440896183,145/2703
1440896184,63/878
1440896185,63/878
1440896193,63/878
1440896193,63/878
1440896193,63/878
1440896193,63/878
1440896193,63/878
1440896193,63/878
1440896193,63/878
1440896193,16/963
1440896194,16/963
1440896202,16/963
1440896202,16/963
1440896202,16/963
1440896202,16/963
1440896202,16/963
1440896202,16/963
1440896202,16/963
1440896202,270/2957
1440896203,270/2957
1440896204,270/2957
1440896212,270/2957
1440896212,270/2957
1440896212,270/2957
1440896212,270/2957
1440896212,270/2957
1440896212,270/2957
1440896212,270/2957
1440896212,106/1031
1440896213,106/1031
1440896221,106/1031
1440896221,106/1031
1440896221,106/1031
1440896221,106/1031
1440896221,106/1031
1440896221,106/1031
1440896221,106/1031
1440896221,517/4632
1440896222,517/4632
1440896230,517/4632
1440896230,517/4632
1440896230,517/4632
1440896230,517/4632
1440896230,517/4632
1440896230,517/4632
1440896230,517/4632
1440896230,517/4632
1440896231,60/983
1440896232,60/983
1440896240,60/983
1440896240,60/983
1440896240,60/983
1440896240,60/983
1440896240,60/983
1440896240,60/983
1440896240,60/983
1440896240,182/2425
1440896241,182/2425
1440896249,182/2425
1440896249,182/2425
1440896249,182/2425
1440896249,182/2425
1440896249,182/2425
1440896249,182/2425
1440896249,182/2425
1440896249,3/296
1440896250,3/296
1440896251,3/296
1440896258,3/296
1440896259,3/296
1440896259,3/296
1440896259,3/296
1440896259,3/296
1440896259,65/1288
1440896259,65/1288
1440896259,65/1288
1440896260,65/1288
1440896268,65/1288
1440896268,65/1288
1440896268,65/1288
1440896268,65/1288
1440896268,65/1288
1440896268,65/1288
1440896268,65/1288
1440896268,24/649
1440896269,24/649
1440896270,24/649
1440896277,24/649
1440896277,24/649
1440896277,24/649
1440896277,24/649
1440896277,24/649
1440896277,24/649
1440896277,24/649
1440896278,2/199
1440896279,2/199
1440896287,2/199
1440896287,2/199
1440896287,2/199
1440896287,2/199
1440896287,2/199
1440896287,2/199
1440896287,2/199
1440896287,160/2099
1440896288,160/2099
1440896296,160/2099
1440896296,160/2099
1440896296,160/2099
1440896296,160/2099
1440896296,160/2099
1440896296,160/2099
1440896296,160/2099
1440896296,160/2099
1440896297,192/3275
1440896298,192/3275
1440896305,192/3275
1440896305,192/3275
1440896305,192/3275
1440896305,192/3275
1440896306,192/3275
1440896306,192/3275
1440896306,192/3275
1440896306,42/1009
1440896307,42/1009
1440896315,42/1009
1440896315,42/1009
1440896315,42/1009
1440896315,42/1009
1440896315,42/1009
1440896315,42/1009
1440896315,42/1009
1440896315,40/693
1440896316,40/693
1440896324,40/693
1440896324,40/693
1440896324,40/693
1440896324,40/693
1440896324,40/693
1440896324,40/693
1440896324,40/693
1440896324,40/693
1440896325,208/2707
1440896326,208/2707
1440896334,208/2707
1440896334,208/2707
1440896334,208/2707
1440896334,208/2707
1440896334,208/2707
1440896334,208/2707
1440896334,208/2707
1440896334,84/2311
1440896335,84/2311
1440896343,84/2311
1440896343,84/2311
1440896343,84/2311
1440896343,84/2311
1440896343,84/2311
1440896343,84/2311
1440896343,84/2311
1440896343,7/712
1440896344,7/712
1440896345,7/712
1440896353,7/712
1440896353,7/712
1440896353,7/712
1440896353,7/712
1440896353,7/712
1440896353,7/712
1440896353,7/712
1440896353,7/752
1440896354,7/752
1440896362,7/752
1440896362,7/752
1440896362,7/752
1440896362,7/752
1440896362,7/752
1440896362,7/752
1440896362,7/752
1440896362,7/752
1440896363,1/111
1440896364,1/111
1440896372,1/111
1440896372,1/111
1440896372,1/111
1440896372,1/111
1440896372,1/111
1440896372,1/111
1440896372,1/111
1440896372,315/6521
1440896373,315/6521
1440896381,315/6521
1440896381,315/6521
1440896381,315/6521
1440896381,315/6521
1440896381,315/6521
1440896381,315/6521
1440896381,315/6521
1440896381,340/3283
1440896382,340/3283
1440896383,340/3283
1440896390,340/3283
1440896390,340/3283
1440896390,340/3283
1440896390,340/3283
1440896390,340/3283
1440896390,340/3283
1440896390,340/3283
1440896391,160/3083
1440896392,160/3083
1440896400,160/3083
1440896400,160/3083
1440896400,160/3083
1440896400,160/3083
1440896400,160/3083
1440896400,160/3083
1440896400,160/3083
1440896400,49/765
1440896401,49/765
1440896409,49/765
1440896409,49/765
1440896409,49/765
1440896409,49/765
1440896409,49/765
1440896409,49/765
1440896409,49/765
1440896409,49/765
1440896410,17/416
1440896411,17/416
1440896419,17/416
1440896419,17/416
1440896419,17/416
1440896419,17/416
1440896419,17/416
1440896419,17/416
1440896419,17/416
1440896419,24/1325
1440896420,24/1325
1440896428,24/1325
1440896428,24/1325
1440896428,0
1440896428,0
1440896428,0
1440896428,0
1440896428,0
1440896428,0
1440896429,0
1440896430,0
1440896438,0
1440896438,0
1440896438,0
1440896438,0
1440896438,0
1440896438,0
1440896438,0
1440896438,5/386
1440896439,5/386
1440896447,5/386
1440896447,5/386
1440896447,5/386
1440896447,5/386
1440896447,5/386
1440896447,0
1440896447,0
1440896447,0
1440896448,0
1440896449,0
1440896457,0
1440896457,0
1440896457,0
1440896457,0
1440896457,0
1440896457,0
1440896457,0
1440896457,160/3917
1440896458,160/3917
1440896466,160/3917
1440896466,160/3917
1440896466,160/3917
1440896466,160/3917
1440896466,160/3917
1440896466,160/3917
1440896466,160/3917
1440896466,160/3917
1440896467,144/3947
1440896468,144/3947
1440896476,144/3947
1440896476,144/3947
1440896476,144/3947
1440896476,144/3947
1440896476,144/3947
1440896476,144/3947
1440896476,144/3947
1440896476,16/813
1440896477,16/813
1440896485,16/813
1440896485,16/813
1440896485,16/813
1440896485,16/813
1440896485,16/813
1440896485,16/813
1440896485,16/813
1440896485,16/813
1440896486,130/2721
1440896487,130/2721
1440896495,130/2721
1440896495,130/2721
1440896495,130/2721
1440896495,130/2721
1440896495,130/2721
1440896495,130/2721
1440896495,130/2721
1440896495,192/3125
1440896496,192/3125
1440896504,192/3125
1440896504,192/3125
1440896504,192/3125
1440896504,192/3125
1440896504,192/3125
1440896504,192/3125
1440896504,192/3125
1440896504,192/3125
1440896505,23/2357
1440896506,23/2357
1440896514,23/2357
1440896514,23/2357
1440896514,23/2357
1440896514,23/2357
1440896514,23/2357
1440896514,23/2357
1440896514,23/2357
1440896514,11/406
1440896515,11/406
1440896523,11/406
1440896523,11/406
1440896523,11/406
1440896523,11/406
1440896523,11/406
1440896523,11/406
1440896523,11/406
1440896523,11/406
1440896524,0
1440896525,0
1440896533,0
1440896533,0
1440896533,0
1440896533,0
1440896533,0
1440896533,0
1440896533,0
1440896533,10/963
1440896534,10/963
1440896535,10/963
1440896542,10/963
1440896542,10/963
1440896542,10/963
1440896542,10/963
1440896542,10/963
1440896542,10/963
1440896542,10/963
1440896543,0
1440896544,0
1440896552,0
1440896552,0
1440896552,0
1440896552,0
1440896552,0
1440896552,0
1440896552,0
1440896552,329/4565
1440896553,329/4565
1440896554,329/4565
1440896562,329/4565
1440896562,329/4565
1440896562,329/4565
1440896562,329/4565
1440896562,329/4565
1440896562,329/4565
1440896562,329/4565
1440896562,24/311
1440896563,24/311
1440896571,24/311
1440896571,24/311
1440896571,24/311
1440896571,24/311
1440896571,24/311
1440896571,24/311
1440896571,24/311
1440896571,24/311
1440896572,180/2339
1440896573,180/2339
1440896581,180/2339
1440896581,180/2339
1440896581,180/2339
1440896581,180/2339
1440896581,180/2339
1440896581,180/2339
1440896581,180/2339
1440896581,133/1944
1440896582,133/1944
1440896590,133/1944
1440896590,133/1944
1440896590,133/1944
1440896590,133/1944
1440896590,133/1944
1440896590,133/1944
1440896590,133/1944
1440896590,133/1944
1440896591,322/2269
1440896592,322/2269
1440896601,322/2269
1440896601,322/2269
1440896601,322/2269
1440896601,322/2269
1440896601,322/2269
1440896601,322/2269
1440896601,322/2269
1440896601,322/2269
1440896601,174/2587
1440896602,174/2587
1440896610,174/2587
1440896610,174/2587
1440896610,174/2587
1440896610,174/2587
1440896610,174/2587
1440896610,174/2587
1440896610,174/2587
1440896610,350/3459
1440896611,350/3459
1440896612,350/3459
1440896620,350/3459
1440896620,350/3459
1440896620,350/3459
1440896620,350/3459
1440896620,350/3459
1440896620,350/3459
1440896620,350/3459
1440896620,98/1103
1440896621,98/1103
1440896629,98/1103
1440896629,98/1103
1440896629,98/1103
1440896629,98/1103
1440896629,98/1103
1440896629,98/1103
1440896629,98/1103
1440896629,95/2086
1440896630,95/2086
1440896631,95/2086
1440896638,95/2086
1440896639,95/2086
1440896639,95/2086
1440896639,95/2086
1440896639,95/2086
1440896639,95/2086
1440896639,95/2086
1440896639,162/2563
1440896640,162/2563
1440896648,162/2563
1440896648,162/2563
1440896648,162/2563
1440896648,162/2563
1440896648,162/2563
1440896648,162/2563
1440896648,162/2563
1440896648,162/2563
1440896649,30/1639
1440896650,30/1639
1440896658,30/1639
1440896658,30/1639
1440896658,30/1639
1440896658,30/1639
1440896658,30/1639
1440896658,11/434
1440896658,11/434
1440896658,11/434
1440896659,11/434
1440896667,11/434
1440896667,11/434
1440896667,11/434
1440896667,11/434
1440896667,11/434
1440896667,11/434
1440896667,11/434
1440896667,11/434
1440896668,6/589
1440896669,6/589
1440896677,6/589
1440896677,6/589
1440896677,6/589
1440896677,6/589
1440896677,6/589
1440896677,6/589
1440896677,6/589
1440896677,77/548
1440896678,77/548
1440896679,77/548
1440896686,77/548
1440896686,77/548
1440896686,77/548
1440896686,77/548
1440896686,77/548
1440896686,77/548
1440896686,77/548
1440896687,473/3904
1440896688,473/3904
1440896696,473/3904
1440896696,473/3904
1440896696,473/3904
1440896696,473/3904
1440896696,473/3904
1440896696,473/3904
1440896696,473/3904
1440896696,451/4404
1440896697,451/4404
1440896698,451/4404
1440896706,451/4404
1440896706,451/4404
1440896706,451/4404
1440896706,451/4404
1440896706,451/4404
1440896706,451/4404
1440896706,451/4404
1440896706,238/3637
1440896707,238/3637
1440896715,238/3637
1440896715,238/3637
1440896715,238/3637
1440896715,238/3637
1440896715,238/3637
1440896715,238/3637
1440896715,238/3637
1440896715,238/3637
1440896716,280/3993
1440896717,280/3993
1440896725,280/3993
1440896725,280/3993
1440896725,280/3993
1440896725,280/3993
1440896725,280/3993
1440896725,280/3993
1440896725,280/3993
1440896725,125/2934
1440896726,125/2934
1440896734,125/2934
1440896734,125/2934
1440896734,125/2934
1440896734,125/2934
1440896734,125/2934
1440896734,125/2934
1440896734,125/2934
1440896734,125/2934
1440896735,66/791
1440896736,66/791
1440896744,66/791
1440896744,66/791
1440896744,66/791
1440896744,66/791
1440896744,66/791
1440896744,66/791
1440896744,66/791
1440896744,8/153
1440896745,8/153
1440896746,8/153
1440896753,8/153
1440896753,8/153
1440896754,8/153
1440896754,8/153
1440896754,8/153
1440896754,8/153
1440896754,8/153
1440896754,48/2233
1440896755,48/2233
1440896763,48/2233
1440896763,48/2233
1440896763,48/2233
1440896763,48/2233
1440896763,48/2233
1440896763,48/2233
1440896763,48/2233
1440896763,20/1881
1440896764,20/1881
1440896765,20/1881
1440896773,20/1881
1440896773,20/1881
1440896773,20/1881
1440896773,20/1881
1440896773,20/1881
1440896773,20/1881
1440896773,20/1881
1440896773,8/389
1440896774,8/389
1440896782,8/389
1440896782,8/389
1440896782,8/389
1440896782,8/389
1440896782,8/389
1440896782,8/389
1440896782,8/389
1440896782,108/1051
1440896783,108/1051
1440896784,108/1051
1440896792,108/1051
1440896792,108/1051
1440896792,108/1051
1440896792,108/1051
1440896792,108/1051
1440896792,108/1051
1440896792,108/1051
1440896792,512/3265
1440896793,512/3265
1440896801,512/3265
1440896801,512/3265
1440896801,512/3265
1440896801,512/3265
1440896801,512/3265
1440896801,512/3265
1440896801,512/3265
1440896801,205/3998
1440896802,205/3998
1440896803,205/3998
1440896810,205/3998
1440896810,205/3998
1440896810,205/3998
1440896810,205/3998
1440896810,205/3998
1440896810,205/3998
1440896810,205/3998
1440896811,133/1690
1440896812,133/1690
1440896820,133/1690
1440896820,133/1690
1440896820,14/353
1440896820,14/353
1440896820,14/353
1440896820,14/353
1440896820,14/353
1440896820,14/353
1440896821,14/353
1440896829,14/353
1440896829,14/353
1440896829,14/353
1440896829,14/353
1440896829,14/353
1440896829,14/353
1440896829,14/353
1440896829,14/353
1440896830,108/2825
1440896831,108/2825
1440896839,108/2825
1440896839,108/2825
1440896839,108/2825
1440896839,108/2825
1440896839,108/2825
1440896839,108/2825
1440896839,108/2825
1440896839,36/1823
1440896840,36/1823
1440896848,36/1823
1440896848,36/1823
1440896848,9/287
1440896848,9/287
1440896848,9/287
1440896848,9/287
1440896848,9/287
1440896848,9/287
1440896849,9/287
1440896850,9/287
1440896858,9/287
1440896858,9/287
1440896858,9/287
1440896858,9/287
1440896858,9/287
1440896858,9/287
1440896858,9/287
1440896858,0
1440896859,0
1440896867,0
1440896867,0
1440896867,0
1440896867,0
1440896867,0
1440896867,0
1440896867,0
1440896867,0
1440896868,3/320
1440896869,3/320
1440896877,3/320
1440896877,3/320
1440896877,3/320
1440896877,3/320
1440896877,3/320
1440896877,3/320
1440896877,3/320
1440896877,106/1429
1440896878,106/1429
1440896886,106/1429
1440896886,106/1429
1440896886,106/1429
1440896886,106/1429
