"t.bucket","td.sum","rt.sum"
1420939750000,2,18
1420939755000,0,15
1420939760000,5,12
1420939765000,3,13
1420939770000,2,13
1420939775000,2,15
1420939780000,4,14
1420939785000,5,17
1420939790000,1,21
1420939795000,3,12
1420939800000,0,12
1420939805000,2,16
1420939810000,3,11
1420939815000,3,19
1420939820000,1,14
1420939825000,0,7
1420939830000,4,21
1420939835000,1,18
1420939840000,2,6
1420939845000,4,14
1420939850000,1,12
1420939855000,3,14
1420939860000,4,12
1420939865000,2,12
1420939870000,1,20
1420939875000,1,11
1420939880000,7,13
1420939885000,2,9
1420939890000,1,9
1420939895000,2,11
1420939900000,0,7
1420939905000,6,14
1420939910000,2,8
1420939915000,0,7
1420939920000,2,14
1420939925000,3,19
1420939930000,3,18
1420939935000,1,14
1420939940000,2,9
1420939945000,4,16
1420939950000,2,10
1420939955000,2,10
1420939960000,2,7
1420939965000,3,8
1420939970000,1,9
1420939975000,2,11
1420939980000,2,8
1420939985000,2,21
1420939990000,0,8
1420939995000,2,13
1.42094e+12,1,12
1420940005000,0,12
1420940010000,3,16
1420940015000,1,18
1420940020000,7,19
1420940025000,6,12
1420940030000,13,12
1420940035000,7,16
1420940040000,0,17
1420940045000,1,8
1420940050000,4,18
1420940055000,5,20
1420940060000,5,14
1420940065000,2,11
1420940070000,5,21
1420940075000,1,8
1420940080000,3,21
1420940085000,2,11
1420940090000,2,14
1420940095000,1,12
1420940100000,3,8
1420940105000,2,11
1420940110000,5,15
1420940115000,2,13
1420940120000,3,15
1420940125000,1,8
1420940130000,6,16
1420940135000,7,9
1420940140000,3,9
1420940145000,1,10
1420940150000,6,17
1420940155000,0,10
1420940160000,4,19
1420940165000,1,8
1420940170000,6,12
1420940175000,3,16
1420940180000,2,16
1420940185000,1,15
1420940190000,4,13
1420940195000,4,16
1420940200000,3,24
1420940205000,3,20
1420940210000,2,12
1420940215000,6,15
1420940220000,10,7
1420940225000,0,10
1420940230000,3,13
1420940235000,2,14
1420940240000,3,14
1420940245000,3,6
1420940250000,9,18
1420940255000,3,7
1420940260000,4,13
1420940265000,7,18
1420940270000,5,18
1420940275000,4,19
1420940280000,0,14
1420940285000,3,10
1420940290000,2,12
1420940295000,4,12
1420940300000,4,20
1420940305000,3,9
1420940310000,3,7
1420940315000,3,11
1420940320000,4,17
1420940325000,7,14
1420940330000,4,12
1420940335000,7,13
1420940340000,3,13
1420940345000,4,12
1420940350000,5,15
1420940355000,4,11
1420940360000,2,12
1420940365000,6,17
1420940370000,3,7
1420940375000,1,9
1420940380000,2,8
1420940385000,4,9
1420940390000,5,18
1420940395000,4,14
1420940400000,5,13
1420940405000,1,10
1420940410000,3,14
1420940415000,4,10
1420940420000,6,12
1420940425000,5,11
1420940430000,6,17
1420940435000,2,13
1420940440000,4,12
1420940445000,3,14
1420940450000,3,10
1420940455000,1,6
1420940460000,4,9
1420940465000,6,9
1420940470000,8,14
1420940475000,2,17
1420940480000,1,3
1420940485000,3,13
1420940490000,9,16
1420940495000,2,5
1420940500000,1,7
1420940505000,3,6
1420940510000,0,10
1420940515000,5,13
1420940520000,3,9
1420940525000,0,15
1420940530000,4,22
1420940535000,2,18
1420940540000,6,27
1420940545000,6,38
1420940550000,1,37
1420940555000,2,57
1420940560000,6,92
1420940565000,5,87
1420940570000,8,85
1420940575000,8,86
1420940580000,6,86
1420940585000,5,58
1420940590000,5,60
1420940595000,8,52
1420940600000,3,48
1420940605000,8,45
1420940610000,3,40
1420940615000,4,38
1420940620000,3,62
1420940625000,5,57
1420940630000,7,35
1420940635000,5,40
1420940640000,7,46
1420940645000,0,55
1420940650000,2,42
1420940655000,5,57
1420940660000,4,56
1420940665000,5,67
1420940670000,5,63
1420940675000,9,77
1420940680000,5,90
1420940685000,6,71
1420940690000,3,94
1420940695000,8,66
1420940700000,7,49
1420940705000,3,46
1420940710000,3,37
1420940715000,7,44
1420940720000,3,48
1420940725000,10,49
1420940730000,8,50
1420940735000,8,61
1420940740000,5,30
1420940745000,6,33
1420940750000,2,18
1420940755000,2,20
1420940760000,5,22
1420940765000,1,36
1420940770000,7,41
1420940775000,3,26
1420940780000,3,29
1420940785000,2,26
1420940790000,4,25
1420940795000,4,21
1420940800000,5,34
1420940805000,5,20
1420940810000,2,21
1420940815000,9,29
1420940820000,1,44
1420940825000,5,32
1420940830000,4,32
1420940835000,6,28
1420940840000,2,21
1420940845000,0,20
1420940850000,2,26
1420940855000,3,20
1420940860000,1,24
1420940865000,4,24
1420940870000,6,19
1420940875000,0,16
1420940880000,5,25
1420940885000,2,21
1420940890000,3,20
1420940895000,3,23
1420940900000,3,30
1420940905000,15,19
1420940910000,1,18
1420940915000,0,19
1420940920000,3,18
1420940925000,3,24
1420940930000,3,25
1420940935000,0,12
1420940940000,2,22
1420940945000,0,22
1420940950000,2,22
1420940955000,1,22
1420940960000,2,25
1420940965000,0,21
1420940970000,1,19
1420940975000,2,24
1420940980000,1,30
1420940985000,4,37
1420940990000,2,45
1420940995000,2,56
1.420941e+12,3,30
1420941005000,3,43
1420941010000,4,31
1420941015000,1,38
1420941020000,2,28
1420941025000,3,29
1420941030000,2,31
1420941035000,2,27
1420941040000,2,39
1420941045000,2,24
1420941050000,5,33
1420941055000,3,25
1420941060000,3,28
1420941065000,0,26
1420941070000,3,13
1420941075000,1,19
1420941080000,4,21
1420941085000,5,25
1420941090000,2,23
1420941095000,4,19
1420941100000,1,17
1420941105000,3,13
1420941110000,3,16
1420941115000,3,13
1420941120000,1,12
1420941125000,2,20
1420941130000,1,9
1420941135000,4,17
1420941140000,2,8
1420941145000,2,17
1420941150000,2,20
1420941155000,1,11
1420941160000,1,11
1420941165000,3,18
1420941170000,1,10
1420941175000,2,22
1420941180000,4,11
1420941185000,2,15
1420941190000,3,10
1420941195000,3,16
1420941200000,4,7
1420941205000,3,10
1420941210000,8,16
1420941215000,4,41
1420941220000,2,37
1420941225000,4,33
1420941230000,0,33
1420941235000,0,21
1420941240000,2,9
1420941245000,1,7
1420941250000,1,9
1420941255000,2,12
1420941260000,1,14
1420941265000,1,5
1420941270000,4,9
1420941275000,2,26
1420941280000,3,29
1420941285000,4,33
1420941290000,7,20
1420941295000,2,12
1420941300000,3,10
1420941305000,1,8
1420941310000,4,16
1420941315000,4,23
1420941320000,3,13
1420941325000,3,12
1420941330000,2,15
1420941335000,2,24
1420941340000,4,30
1420941345000,1,32
1420941350000,2,24
1420941355000,3,11
1420941360000,3,14
1420941365000,2,12
1420941370000,4,14
1420941375000,3,13
1420941380000,2,9
1420941385000,4,13
1420941390000,1,16
1420941395000,4,30
1420941400000,4,28
1420941405000,2,22
1420941410000,1,10
1420941415000,5,15
1420941420000,3,4
1420941425000,3,6
1420941430000,3,12
1420941435000,4,11
1420941440000,2,11
1420941445000,4,9
1420941450000,23,14
1420941455000,67,24
1420941460000,147,37
1420941465000,245,26
1420941470000,323,33
1420941475000,288,41
1420941480000,349,50
1420941485000,296,78
1420941490000,228,67
1420941495000,225,69
1420941500000,207,69
1420941505000,184,84
1420941510000,178,61
1420941515000,140,94
1420941520000,117,60
1420941525000,124,52
1420941530000,102,61
1420941535000,101,59
1420941540000,137,92
1420941545000,117,85
1420941550000,161,131
1420941555000,168,137
1420941560000,149,139
1420941565000,143,119
1420941570000,145,136
1420941575000,130,132
1420941580000,102,91
1420941585000,117,105
1420941590000,93,91
1420941595000,93,90
1420941600000,84,77
1420941605000,53,55
1420941610000,43,44
1420941615000,61,68
1420941620000,58,63
1420941625000,42,47
1420941630000,49,57
1420941635000,44,65
1420941640000,48,51
1420941645000,48,56
1420941650000,36,39
1420941655000,22,37
1420941660000,40,42
1420941665000,41,41
1420941670000,23,42
1420941675000,29,36
1420941680000,39,40
1420941685000,28,44
1420941690000,22,30
1420941695000,22,39
1420941700000,21,21
1420941705000,23,29
1420941710000,20,23
1420941715000,26,31
1420941720000,30,38
1420941725000,28,31
1420941730000,16,31
1420941735000,27,35
1420941740000,23,30
1420941745000,23,29
1420941750000,28,37
1420941755000,20,43
1420941760000,32,39
1420941765000,17,31
1420941770000,21,23
1420941775000,18,30
1420941780000,19,34
1420941785000,17,30
1420941790000,22,33
1420941795000,15,40
1420941800000,12,34
1420941805000,20,45
1420941810000,12,38
1420941815000,14,44
1420941820000,19,40
1420941825000,12,28
1420941830000,12,34
1420941835000,12,29
1420941840000,21,26
1420941845000,10,18
1420941850000,12,29
1420941855000,13,30
1420941860000,9,32
1420941865000,7,23
1420941870000,15,28
1420941875000,13,39
1420941880000,12,24
1420941885000,6,16
1420941890000,9,18
1420941895000,12,25
1420941900000,12,18
1420941905000,8,15
1420941910000,12,19
1420941915000,9,13
1420941920000,6,11
1420941925000,12,20
1420941930000,8,18
1420941935000,8,27
1420941940000,5,15
1420941945000,9,15
1420941950000,5,17
1420941955000,6,10
1420941960000,3,16
1420941965000,7,13
1420941970000,7,24
1420941975000,8,14
1420941980000,7,12
1420941985000,3,10
1420941990000,11,9
1420941995000,9,17
1.420942e+12,6,13
1420942005000,2,7
1420942010000,3,6
1420942015000,2,9
1420942020000,7,9
1420942025000,4,14
1420942030000,1,6
1420942035000,6,17
1420942040000,7,12
1420942045000,5,8
1420942050000,6,10
1420942055000,6,13
1420942060000,4,7
1420942065000,6,12
1420942070000,8,12
1420942075000,5,8
1420942080000,3,12
1420942085000,2,9
1420942090000,4,9
1420942095000,6,20
1420942100000,7,11
1420942105000,4,11
1420942110000,5,12
1420942115000,3,13
1420942120000,7,17
1420942125000,4,13
1420942130000,6,12
1420942135000,2,12
1420942140000,4,9
1420942145000,4,10
1420942150000,12,8
1420942155000,5,11
1420942160000,3,11
1420942165000,7,19
1420942170000,7,13
1420942175000,6,11
1420942180000,7,16
1420942185000,6,13
1420942190000,7,8
1420942195000,7,11
1420942200000,3,8
1420942205000,4,15
1420942210000,5,12
1420942215000,8,10
1420942220000,3,12
1420942225000,5,12
1420942230000,3,8
1420942235000,8,19
1420942240000,3,14
1420942245000,6,10
1420942250000,10,16
1420942255000,6,7
1420942260000,8,14
1420942265000,2,12
1420942270000,1,13
1420942275000,2,3
1420942280000,5,15
1420942285000,7,11
1420942290000,5,11
1420942295000,4,9
1420942300000,2,8
1420942305000,8,15
1420942310000,4,9
1420942315000,4,10
1420942320000,5,11
1420942325000,4,10
1420942330000,4,14
1420942335000,7,13
1420942340000,9,14
1420942345000,7,9
1420942350000,5,10
1420942355000,9,15
1420942360000,17,11
1420942365000,64,7
1420942370000,169,35
1420942375000,321,128
1420942380000,364,143
1420942385000,362,159
1420942390000,400,178
1420942395000,346,152
1420942400000,283,158
1420942405000,276,171
1420942410000,282,177
1420942415000,283,216
1420942420000,233,162
1420942425000,206,170
1420942430000,190,155
1420942435000,183,157
1420942440000,155,146
1420942445000,122,131
1420942450000,141,137
1420942455000,119,106
1420942460000,92,93
1420942465000,90,92
1420942470000,90,94
1420942475000,84,82
1420942480000,86,111
1420942485000,86,98
1420942490000,90,105
1420942495000,90,109
1420942500000,67,131
1420942505000,73,135
1420942510000,62,140
1420942515000,53,134
1420942520000,58,134
1420942525000,45,108
1420942530000,44,104
1420942535000,35,95
1420942540000,30,85
1420942545000,39,81
1420942550000,38,88
1420942555000,30,62
1420942560000,22,57
1420942565000,28,58
1420942570000,19,65
1420942575000,18,71
1420942580000,21,85
1420942585000,37,117
1420942590000,22,87
1420942595000,25,116
1420942600000,27,113
1420942605000,32,109
1420942610000,37,120
1420942615000,21,100
1420942620000,33,75
1420942625000,24,65
1420942630000,16,66
1420942635000,18,62
1420942640000,20,69
1420942645000,26,72
1420942650000,15,58
1420942655000,18,60
1420942660000,15,53
1420942665000,15,49
1420942670000,23,64
1420942675000,19,75
1420942680000,15,74
1420942685000,23,82
1420942690000,13,54
1420942695000,7,64
1420942700000,14,68
1420942705000,18,100
1420942710000,14,81
1420942715000,14,86
1420942720000,13,71
1420942725000,9,64
1420942730000,15,49
1420942735000,10,62
1420942740000,7,57
1420942745000,12,68
1420942750000,10,40
1420942755000,8,43
1420942760000,8,36
1420942765000,5,41
1420942770000,9,44
1420942775000,6,44
1420942780000,10,50
1420942785000,7,38
1420942790000,12,47
1420942795000,7,36
1420942800000,8,48
1420942805000,5,46
1420942810000,9,56
1420942815000,6,40
1420942820000,4,31
1420942825000,5,36
1420942830000,6,23
1420942835000,6,22
1420942840000,6,32
1420942845000,6,34
1420942850000,7,27
1420942855000,6,27
1420942860000,5,25
1420942865000,11,24
1420942870000,4,20
1420942875000,17,21
1420942880000,19,23
1420942885000,81,13
1420942890000,118,30
1420942895000,125,18
1420942900000,145,39
1420942905000,142,33
1420942910000,150,39
1420942915000,123,38
1420942920000,126,41
1420942925000,122,49
1420942930000,95,52
1420942935000,138,61
1420942940000,127,53
1420942945000,129,81
1420942950000,103,66
1420942955000,112,59
1420942960000,98,60
1420942965000,110,70
1420942970000,96,61
1420942975000,80,69
1420942980000,106,102
1420942985000,134,146
1420942990000,130,129
1420942995000,157,150
1.420943e+12,122,137
1420943005000,148,138
1420943010000,129,124
1420943015000,125,131
1420943020000,96,123
1420943025000,111,109
1420943030000,98,95
1420943035000,101,108
1420943040000,80,109
1420943045000,90,126
1420943050000,90,108
1420943055000,78,113
1420943060000,57,136
1420943065000,75,120
1420943070000,62,128
1420943075000,63,128
1420943080000,63,142
1420943085000,66,120
1420943090000,63,131
1420943095000,53,116
1420943100000,29,112
1420943105000,43,119
1420943110000,42,107
1420943115000,32,117
1420943120000,35,83
1420943125000,27,115
1420943130000,33,121
1420943135000,24,109
1420943140000,29,124
1420943145000,29,138
1420943150000,26,135
1420943155000,27,124
1420943160000,18,89
1420943165000,22,98
1420943170000,18,93
1420943175000,22,93
1420943180000,20,100
1420943185000,24,87
1420943190000,22,101
1420943195000,18,98
1420943200000,11,95
1420943205000,19,69
1420943210000,13,79
1420943215000,20,81
1420943220000,14,93
1420943225000,29,102
1420943230000,18,119
1420943235000,25,111
1420943240000,9,98
1420943245000,10,109
1420943250000,11,80
1420943255000,16,53
1420943260000,16,40
1420943265000,19,59
1420943270000,16,37
1420943275000,13,32
1420943280000,11,31
1420943285000,12,35
1420943290000,8,35
1420943295000,21,31
1420943300000,15,39
1420943305000,10,22
1420943310000,13,52
1420943315000,15,70
1420943320000,12,79
1420943325000,13,40
1420943330000,6,33
1420943335000,13,34
1420943340000,5,22
1420943345000,11,34
1420943350000,8,24
1420943355000,9,29
1420943360000,7,25
1420943365000,15,24
1420943370000,10,18
1420943375000,11,23
1420943380000,6,20
1420943385000,9,19
1420943390000,6,23
1420943395000,11,26
1420943400000,7,22
1420943405000,6,16
1420943410000,6,20
1420943415000,2,22
1420943420000,7,34
1420943425000,6,20
1420943430000,11,34
1420943435000,12,22
1420943440000,3,21
1420943445000,6,20
1420943450000,11,29
1420943455000,7,23
1420943460000,10,15
1420943465000,5,30
1420943470000,3,30
1420943475000,3,18
1420943480000,8,28
1420943485000,9,36
1420943490000,9,18
1420943495000,11,27
1420943500000,10,25
1420943505000,6,16
1420943510000,10,20
1420943515000,16,31
1420943520000,4,11
1420943525000,6,19
1420943530000,10,20
1420943535000,10,27
1420943540000,2,13
1420943545000,6,17
1420943550000,3,13
1420943555000,8,26
1420943560000,2,10
1420943565000,6,21
1420943570000,7,28
1420943575000,4,11
1420943580000,3,16
1420943585000,5,12
1420943590000,5,8
1420943595000,8,15
1420943600000,6,10
1420943605000,9,15
1420943610000,16,15
1420943615000,9,13
1420943620000,15,19
1420943625000,11,16
1420943630000,9,16
1420943635000,7,12
1420943640000,9,14
1420943645000,9,8
1420943650000,10,11
1420943655000,6,12
1420943660000,7,8
1420943665000,10,9
1420943670000,5,19
1420943675000,7,20
1420943680000,8,37
1420943685000,7,27
1420943690000,9,22
1420943695000,5,17
1420943700000,10,22
1420943705000,4,11
1420943710000,4,20
1420943715000,13,29
1420943720000,10,26
1420943725000,5,19
1420943730000,13,29
1420943735000,6,22
1420943740000,1,23
1420943745000,6,24
1420943750000,13,31
1420943755000,6,22
1420943760000,5,12
1420943765000,4,14
1420943770000,4,13
1420943775000,7,10
1420943780000,3,12
1420943785000,4,12
1420943790000,8,21
1420943795000,3,10
1420943800000,1,10
1420943805000,9,23
1420943810000,5,17
1420943815000,7,15
1420943820000,7,18
1420943825000,4,12
1420943830000,1,13
1420943835000,4,18
1420943840000,3,10
1420943845000,4,14
1420943850000,6,13
1420943855000,7,13
1420943860000,2,12
1420943865000,5,16
1420943870000,3,13
1420943875000,4,10
1420943880000,3,10
1420943885000,3,10
1420943890000,2,10
1420943895000,3,9
1420943900000,6,15
1420943905000,5,12
1420943910000,4,11
1420943915000,3,8
1420943920000,5,10
1420943925000,2,8
1420943930000,4,9
1420943935000,6,6
1420943940000,5,14
1420943945000,3,15
1420943950000,3,18
1420943955000,6,15
1420943960000,2,18
1420943965000,2,15
1420943970000,3,14
1420943975000,1,14
1420943980000,5,15
1420943985000,8,16
1420943990000,9,18
1420943995000,4,15
1.420944e+12,5,18
1420944005000,6,25
1420944010000,8,32
1420944015000,9,26
1420944020000,6,24
1420944025000,5,21
1420944030000,6,26
1420944035000,5,17
1420944040000,3,22
1420944045000,5,24
1420944050000,7,24
1420944055000,8,24
1420944060000,5,15
1420944065000,4,15
1420944070000,7,24
1420944075000,7,21
1420944080000,5,14
1420944085000,4,12
1420944090000,3,10
1420944095000,1,12
1420944100000,8,19
1420944105000,3,12
1420944110000,3,13
1420944115000,4,23
1420944120000,8,25
1420944125000,4,21
1420944130000,0,18
1420944135000,4,17
1420944140000,2,13
1420944145000,4,20
1420944150000,7,25
1420944155000,2,20
1420944160000,7,19
1420944165000,3,30
1420944170000,2,29
1420944175000,2,21
1420944180000,6,36
1420944185000,5,34
1420944190000,6,31
1420944195000,6,43
1420944200000,3,57
1420944205000,5,45
1420944210000,4,47
1420944215000,5,58
1420944220000,3,46
1420944225000,4,55
1420944230000,4,54
1420944235000,8,48
1420944240000,8,46
1420944245000,7,49
1420944250000,10,53
1420944255000,5,47
1420944260000,4,36
1420944265000,3,39
1420944270000,11,49
1420944275000,4,57
1420944280000,9,69
1420944285000,5,50
1420944290000,8,44
1420944295000,3,37
1420944300000,9,40
1420944305000,8,33
1420944310000,10,27
1420944315000,8,34
1420944320000,5,20
1420944325000,3,22
1420944330000,7,25
1420944335000,5,26
1420944340000,3,36
1420944345000,10,26
1420944350000,5,26
1420944355000,5,22
1420944360000,6,16
1420944365000,7,20
1420944370000,5,22
1420944375000,5,26
1420944380000,5,17
1420944385000,5,24
1420944390000,4,16
1420944395000,6,23
1420944400000,11,26
1420944405000,2,24
1420944410000,4,28
1420944415000,5,12
1420944420000,6,32
1420944425000,6,22
1420944430000,7,24
1420944435000,7,24
1420944440000,5,22
1420944445000,4,20
1420944450000,6,18
1420944455000,2,11
1420944460000,6,19
1420944465000,3,13
1420944470000,1,9
1420944475000,3,13
1420944480000,6,17
1420944485000,7,21
1420944490000,4,19
1420944495000,3,14
1420944500000,4,13
1420944505000,5,13
1420944510000,6,19
1420944515000,3,11
1420944520000,5,14
1420944525000,1,14
1420944530000,4,14
1420944535000,4,13
1420944540000,10,12
1420944545000,4,22
1420944550000,6,20
1420944555000,1,21
1420944560000,2,27
1420944565000,3,37
1420944570000,6,28
1420944575000,4,21
1420944580000,6,34
1420944585000,5,40
1420944590000,2,40
1420944595000,6,71
1420944600000,6,93
1420944605000,9,123
1420944610000,5,135
1420944615000,10,166
1420944620000,6,137
1420944625000,6,128
1420944630000,5,134
1420944635000,2,143
1420944640000,5,141
1420944645000,5,131
1420944650000,5,126
1420944655000,4,107
1420944660000,9,114
1420944665000,5,107
1420944670000,5,88
1420944675000,5,105
1420944680000,7,92
1420944685000,5,68
1420944690000,4,87
1420944695000,4,82
1420944700000,5,70
1420944705000,3,74
1420944710000,7,77
1420944715000,5,61
1420944720000,3,62
1420944725000,3,65
1420944730000,4,98
1420944735000,0,123
1420944740000,1,100
1420944745000,1,101
1420944750000,4,81
1420944755000,1,79
1420944760000,2,81
1420944765000,0,77
1420944770000,4,83
1420944775000,0,72
1420944780000,1,82
1420944785000,1,85
1420944790000,0,77
1420944795000,3,72
1420944800000,6,49
1420944805000,4,63
1420944810000,7,59
1420944815000,4,61
1420944820000,2,61
1420944825000,1,64
1420944830000,1,65
1420944835000,4,65
1420944840000,1,58
1420944845000,6,57
1420944850000,2,56
1420944855000,2,49
1420944860000,0,69
1420944865000,2,51
1420944870000,2,47
1420944875000,1,54
1420944880000,9,33
1420944885000,6,32
1420944890000,0,69
1420944895000,1,35
1420944900000,4,36
1420944905000,1,55
1420944910000,2,68
1420944915000,2,70
1420944920000,0,65
1420944925000,5,82
1420944930000,1,67
1420944935000,0,53
1420944940000,1,28
1420944945000,1,37
1420944950000,0,29
1420944955000,3,34
1420944960000,6,44
1420944965000,5,34
1420944970000,3,33
1420944975000,7,46
1420944980000,4,27
1420944985000,1,32
1420944990000,2,28
1420944995000,3,21
1.420945e+12,8,30
1420945005000,5,23
1420945010000,3,29
1420945015000,2,29
1420945020000,6,41
1420945025000,6,23
1420945030000,8,31
1420945035000,11,29
1420945040000,10,34
1420945045000,11,32
1420945050000,9,24
1420945055000,8,31
1420945060000,6,24
1420945065000,7,20
1420945070000,10,31
1420945075000,8,26
1420945080000,10,22
1420945085000,10,31
1420945090000,8,35
1420945095000,6,34
1420945100000,9,35
1420945105000,6,38
1420945110000,3,42
1420945115000,1,42
1420945120000,1,43
1420945125000,3,42
1420945130000,1,40
1420945135000,3,37
1420945140000,1,47
1420945145000,4,46
1420945150000,0,39
1420945155000,4,39
1420945160000,6,44
1420945165000,0,34
1420945170000,0,24
1420945175000,3,39
1420945180000,6,47
1420945185000,1,45
1420945190000,4,29
1420945195000,0,34
1420945200000,1,35
1420945205000,5,47
1420945210000,3,27
1420945215000,3,30
1420945220000,2,27
1420945225000,4,29
1420945230000,1,36
1420945235000,0,34
1420945240000,4,40
1420945245000,4,30
1420945250000,2,28
1420945255000,3,26
1420945260000,2,33
1420945265000,2,28
1420945270000,4,28
1420945275000,1,37
1420945280000,4,26
1420945285000,5,29
1420945290000,1,22
1420945295000,0,30
1420945300000,4,30
1420945305000,0,29
1420945310000,2,33
1420945315000,3,36
1420945320000,4,29
1420945325000,8,34
1420945330000,1,20
1420945335000,3,23
1420945340000,0,30
1420945345000,4,36
1420945350000,1,30
1420945355000,1,25
1420945360000,1,23
1420945365000,3,22
1420945370000,2,25
1420945375000,4,37
1420945380000,2,20
1420945385000,1,26
1420945390000,0,16
1420945395000,2,35
1420945400000,2,27
1420945405000,1,22
1420945410000,2,23
1420945415000,2,30
1420945420000,2,27
1420945425000,2,22
1420945430000,2,23
1420945435000,2,25
1420945440000,2,13
1420945445000,2,19
1420945450000,1,18
1420945455000,1,22
1420945460000,2,18
1420945465000,1,20
1420945470000,3,17
1420945475000,1,19
1420945480000,0,13
1420945485000,3,19
1420945490000,2,21
1420945495000,4,21
1420945500000,3,19
1420945505000,1,13
1420945510000,1,23
1420945515000,2,22
1420945520000,0,22
1420945525000,2,7
1420945530000,0,17
1420945535000,1,15
1420945540000,3,16
1420945545000,5,18
1420945550000,0,22
1420945555000,1,20
1420945560000,0,16
1420945565000,0,14
1420945570000,4,23
1420945575000,0,20
1420945580000,4,18
1420945585000,1,16
1420945590000,0,7
1420945595000,2,17
1420945600000,4,9
1420945605000,2,16
1420945610000,1,10
1420945615000,1,10
1420945620000,3,14
1420945625000,1,6
1420945630000,2,12
1420945635000,4,17
1420945640000,2,10
1420945645000,0,12
1420945650000,1,13
1420945655000,1,16
1420945660000,2,16
1420945665000,1,14
1420945670000,2,14
1420945675000,0,18
1420945680000,1,16
1420945685000,2,16
1420945690000,0,17
1420945695000,2,19
1420945700000,1,27
1420945705000,0,6
1420945710000,3,22
1420945715000,1,16
1420945720000,3,19
1420945725000,1,19
1420945730000,3,18
1420945735000,1,16
1420945740000,1,6
1420945745000,2,12
1420945750000,3,17
1420945755000,2,14
1420945760000,0,16
1420945765000,2,23
1420945770000,3,12
1420945775000,0,15
1420945780000,2,14
1420945785000,4,8
1420945790000,0,12
1420945795000,1,7
1420945800000,1,17
1420945805000,1,6
1420945810000,1,11
1420945815000,1,11
1420945820000,0,8
1420945825000,0,11
1420945830000,2,10
1420945835000,2,10
1420945840000,3,10
1420945845000,0,11
1420945850000,0,5
1420945855000,0,10
1420945860000,2,11
1420945865000,0,11
1420945870000,1,11
1420945875000,0,5
1420945880000,1,14
1420945885000,1,14
1420945890000,1,8
1420945895000,1,6
1420945900000,2,4
1420945905000,1,12
1420945910000,1,14
1420945915000,0,9
1420945920000,3,10
1420945925000,1,16
1420945930000,0,5
1420945935000,3,14
1420945940000,2,19
1420945945000,1,14
1420945950000,1,12
1420945955000,0,9
1420945960000,0,8
1420945965000,1,21
1420945970000,0,10
1420945975000,0,12
1420945980000,0,11
1420945985000,2,11
1420945990000,1,18
1420945995000,0,10
1.420946e+12,3,11
1420946005000,1,6
1420946010000,2,11
1420946015000,3,13
1420946020000,0,5
1420946025000,2,9
1420946030000,3,7
1420946035000,2,11
1420946040000,3,10
1420946045000,2,13
1420946050000,1,7
1420946055000,3,12
1420946060000,1,10
1420946065000,1,9
1420946070000,2,14
1420946075000,3,9
1420946080000,0,2
1420946085000,1,14
1420946090000,1,11
1420946095000,0,9
1420946100000,0,10
1420946105000,1,11
1420946110000,2,24
1420946115000,1,7
1420946120000,1,6
1420946125000,1,10
1420946130000,2,5
1420946135000,2,6
1420946140000,1,9
1420946145000,3,9
1420946150000,0,10
1420946155000,2,8
1420946160000,1,11
1420946165000,1,9
1420946170000,1,15
1420946175000,2,8
1420946180000,3,10
1420946185000,3,13
1420946190000,2,18
1420946195000,1,11
1420946200000,0,16
1420946205000,1,12
1420946210000,1,8
1420946215000,0,15
1420946220000,0,9
1420946225000,0,10
1420946230000,1,6
1420946235000,2,12
1420946240000,0,11
1420946245000,4,11
1420946250000,3,14
1420946255000,1,10
1420946260000,1,11
1420946265000,1,10
1420946270000,2,10
1420946275000,1,14
1420946280000,2,18
1420946285000,1,15
1420946290000,1,17
1420946295000,2,9
1420946300000,2,10
1420946305000,0,11
1420946310000,0,9
1420946315000,0,10
1420946320000,0,7
1420946325000,2,14
1420946330000,1,7
1420946335000,4,10
1420946340000,0,13
1420946345000,1,9
1420946350000,2,9
1420946355000,1,10
1420946360000,3,15
1420946365000,1,10
1420946370000,1,10
1420946375000,0,10
1420946380000,1,16
1420946385000,0,8
1420946390000,0,8
1420946395000,3,9
1420946400000,2,12
1420946405000,1,12
1420946410000,1,12
1420946415000,1,11
1420946420000,1,13
1420946425000,0,17
1420946430000,3,12
1420946435000,3,14
1420946440000,3,18
1420946445000,1,14
1420946450000,0,8
1420946455000,0,16
1420946460000,3,9
1420946465000,1,13
1420946470000,0,12
1420946475000,1,13
1420946480000,2,13
1420946485000,1,9
1420946490000,0,13
1420946495000,1,24
1420946500000,2,11
1420946505000,1,19
1420946510000,2,14
1420946515000,5,14
1420946520000,4,16
1420946525000,4,13
1420946530000,1,16
1420946535000,6,11
1420946540000,0,15
1420946545000,1,15
1420946550000,0,13
1420946555000,3,10
1420946560000,1,9
1420946565000,3,19
1420946570000,2,12
1420946575000,2,15
1420946580000,1,10
1420946585000,2,10
1420946590000,1,11
1420946595000,3,22
1420946600000,1,27
1420946605000,2,25
1420946610000,2,19
1420946615000,2,36
1420946620000,1,33
1420946625000,0,26
1420946630000,4,29
1420946635000,2,16
1420946640000,1,21
1420946645000,6,23
1420946650000,5,32
1420946655000,6,22
1420946660000,0,13
1420946665000,1,11
1420946670000,2,14
1420946675000,4,25
1420946680000,4,19
1420946685000,2,15
1420946690000,1,17
1420946695000,1,14
1420946700000,1,13
1420946705000,4,19
1420946710000,2,15
1420946715000,0,10
1420946720000,1,11
1420946725000,2,16
