"t.bucket","td.sum","rt.sum"
1420341340000,17,21
1420341345000,32,28
1420341350000,20,20
1420341355000,15,25
1420341360000,20,24
1420341365000,14,22
1420341370000,16,21
1420341375000,16,18
1420341380000,15,26
1420341385000,21,27
1420341390000,11,14
1420341395000,13,23
1420341400000,13,22
1420341405000,14,18
1420341410000,12,23
1420341415000,13,16
1420341420000,15,13
1420341425000,26,29
1420341430000,22,26
1420341435000,21,32
1420341440000,27,38
1420341445000,19,23
1420341450000,18,22
1420341455000,17,14
1420341460000,16,18
1420341465000,7,16
1420341470000,13,24
1420341475000,13,20
1420341480000,17,20
1420341485000,13,16
1420341490000,18,22
1420341495000,12,16
1420341500000,5,11
1420341505000,8,11
1420341510000,3,6
1420341515000,1,10
1420341520000,10,18
1420341525000,12,11
1420341530000,2,4
1420341535000,9,14
1420341540000,6,13
1420341545000,3,8
1420341550000,4,10
1420341555000,2,9
1420341560000,5,15
1420341565000,5,8
1420341570000,2,7
1420341575000,7,13
1420341580000,2,8
1420341585000,4,8
1420341590000,3,11
1420341595000,5,8
1420341600000,1,9
1420341605000,7,8
1420341610000,16,17
1420341615000,4,6
1420341620000,8,12
1420341625000,6,8
1420341630000,5,6
1420341635000,0,5
1420341640000,4,7
1420341645000,6,8
1420341650000,6,5
1420341655000,7,6
1420341660000,2,4
1420341665000,0,2
1420341670000,4,7
1420341675000,5,9
1420341680000,5,4
1420341685000,5,10
1420341690000,5,8
1420341695000,4,7
1420341700000,3,6
1420341705000,2,9
1420341710000,3,5
1420341715000,4,13
1420341720000,2,3
1420341725000,5,6
1420341730000,4,10
1420341735000,9,11
1420341740000,5,8
1420341745000,12,13
1420341750000,7,12
1420341755000,6,10
1420341760000,24,29
1420341765000,19,23
1420341770000,21,24
1420341775000,19,26
1420341780000,15,21
1420341785000,17,18
1420341790000,18,23
1420341795000,19,20
1420341800000,15,16
1420341805000,18,21
1420341810000,8,14
1420341815000,12,13
1420341820000,12,12
1420341825000,9,9
1420341830000,5,7
1420341835000,8,10
1420341840000,12,18
1420341845000,11,12
1420341850000,12,12
1420341855000,12,18
1420341860000,10,16
1420341865000,11,14
1420341870000,9,11
1420341875000,9,15
1420341880000,7,7
1420341885000,7,10
1420341890000,9,9
1420341895000,12,19
1420341900000,4,14
1420341905000,6,11
1420341910000,7,13
1420341915000,12,14
1420341920000,7,17
1420341925000,8,12
1420341930000,10,14
1420341935000,7,16
1420341940000,3,7
1420341945000,7,13
1420341950000,2,12
1420341955000,7,12
1420341960000,11,19
1420341965000,4,12
1420341970000,6,9
1420341975000,9,16
1420341980000,4,4
1420341985000,5,11
1420341990000,8,12
1420341995000,5,9
1.420342e+12,7,9
1420342005000,5,9
1420342010000,6,14
1420342015000,7,11
1420342020000,9,13
1420342025000,5,10
1420342030000,4,6
1420342035000,3,5
1420342040000,4,9
1420342045000,6,6
1420342050000,3,10
1420342055000,3,6
1420342060000,1,4
1420342065000,3,5
1420342070000,5,9
1420342075000,3,7
1420342080000,7,12
1420342085000,4,8
1420342090000,6,10
1420342095000,2,5
1420342100000,7,9
1420342105000,2,4
1420342110000,4,8
1420342115000,4,5
1420342120000,3,9
1420342125000,3,5
1420342130000,10,8
1420342135000,4,7
1420342140000,4,5
1420342145000,6,8
1420342150000,3,6
1420342155000,4,6
1420342160000,4,5
1420342165000,1,2
1420342170000,7,8
1420342175000,2,8
1420342180000,3,11
1420342185000,5,16
1420342190000,1,5
1420342195000,3,9
1420342200000,8,11
1420342205000,3,6
1420342210000,2,8
1420342215000,5,6
1420342220000,3,9
1420342225000,1,7
1420342230000,1,6
1420342235000,2,7
1420342240000,2,3
1420342245000,0,4
1420342250000,2,3
1420342255000,1,4
1420342260000,3,4
1420342265000,2,4
1420342270000,2,8
1420342275000,2,7
1420342280000,0,2
1420342285000,1,6
1420342290000,1,7
1420342295000,1,14
1420342300000,0,24
1420342305000,1,18
1420342310000,6,18
1420342315000,1,10
1420342320000,0,10
1420342325000,0,7
1420342330000,0,11
1420342335000,3,7
1420342340000,4,17
1420342345000,4,10
1420342350000,8,13
1420342355000,10,6
1420342360000,7,8
1420342365000,6,9
1420342370000,7,10
1420342375000,10,14
1420342380000,11,8
1420342385000,12,6
1420342390000,13,13
1420342395000,9,9
1420342400000,10,12
1420342405000,10,11
1420342410000,8,20
1420342415000,7,6
1420342420000,3,7
1420342425000,9,8
1420342430000,4,7
1420342435000,4,2
1420342440000,6,13
1420342445000,5,6
1420342450000,5,6
1420342455000,10,10
1420342460000,5,7
1420342465000,7,4
1420342470000,7,7
1420342475000,90,56
1420342480000,283,132
1420342485000,452,196
1420342490000,590,262
1420342495000,591,277
1420342500000,585,306
1420342505000,556,300
1420342510000,459,245
1420342515000,462,247
1420342520000,402,255
1420342525000,390,286
1420342530000,317,248
1420342535000,265,216
1420342540000,202,198
1420342545000,221,192
1420342550000,234,229
1420342555000,224,186
1420342560000,210,195
1420342565000,207,214
1420342570000,172,173
1420342575000,158,174
1420342580000,168,186
1420342585000,153,143
1420342590000,151,154
1420342595000,133,142
1420342600000,146,140
1420342605000,127,127
1420342610000,134,145
1420342615000,89,88
1420342620000,106,107
1420342625000,100,107
1420342630000,90,93
1420342635000,109,113
1420342640000,93,96
1420342645000,78,84
1420342650000,68,68
1420342655000,74,70
1420342660000,59,57
1420342665000,61,58
1420342670000,54,51
1420342675000,31,40
1420342680000,39,27
1420342685000,25,17
1420342690000,47,14
1420342695000,50,19
1420342700000,55,26
1420342705000,64,25
1420342710000,57,16
1420342715000,65,34
1420342720000,59,35
1420342725000,47,40
1420342730000,55,29
1420342735000,47,29
1420342740000,44,26
1420342745000,45,36
1420342750000,41,29
1420342755000,49,22
1420342760000,37,22
1420342765000,40,32
1420342770000,35,24
1420342775000,37,23
1420342780000,37,19
1420342785000,97,59
1420342790000,190,119
1420342795000,287,159
1420342800000,408,224
1420342805000,374,231
1420342810000,334,181
1420342815000,273,159
1420342820000,275,164
1420342825000,180,112
1420342830000,125,71
1420342835000,75,49
1420342840000,60,39
1420342845000,90,57
1420342850000,100,67
1420342855000,77,51
1420342860000,76,60
1420342865000,77,69
1420342870000,89,83
1420342875000,64,67
1420342880000,51,57
1420342885000,59,76
1420342890000,53,70
1420342895000,67,92
1420342900000,60,81
1420342905000,34,64
1420342910000,46,63
1420342915000,51,71
1420342920000,50,71
1420342925000,44,69
1420342930000,32,35
1420342935000,42,60
1420342940000,45,49
1420342945000,36,54
1420342950000,18,26
1420342955000,14,18
1420342960000,16,25
1420342965000,14,23
1420342970000,27,29
1420342975000,12,26
1420342980000,14,28
1420342985000,17,27
1420342990000,9,18
1420342995000,7,19
1.420343e+12,16,26
1420343005000,9,18
1420343010000,12,18
1420343015000,12,25
1420343020000,11,16
1420343025000,8,15
1420343030000,7,15
1420343035000,6,16
1420343040000,12,19
1420343045000,14,22
1420343050000,9,16
1420343055000,12,16
1420343060000,14,18
1420343065000,5,10
1420343070000,10,23
1420343075000,14,19
1420343080000,11,12
1420343085000,10,15
1420343090000,8,11
1420343095000,6,13
1420343100000,4,9
1420343105000,8,13
1420343110000,6,12
1420343115000,10,11
1420343120000,10,17
1420343125000,9,15
1420343130000,7,14
1420343135000,8,11
1420343140000,5,8
1420343145000,4,4
1420343150000,4,17
1420343155000,14,14
1420343160000,7,13
1420343165000,4,13
1420343170000,1,4
1420343175000,5,15
1420343180000,5,9
1420343185000,4,10
1420343190000,1,3
1420343195000,4,13
1420343200000,2,12
1420343205000,6,13
1420343210000,2,9
1420343215000,4,7
1420343220000,7,13
1420343225000,3,12
1420343230000,2,7
1420343235000,6,16
1420343240000,8,26
1420343245000,8,35
1420343250000,10,42
1420343255000,17,40
1420343260000,9,38
1420343265000,5,32
1420343270000,7,41
1420343275000,7,35
1420343280000,8,41
1420343285000,6,25
1420343290000,17,38
1420343295000,15,30
1420343300000,8,30
1420343305000,13,29
1420343310000,19,32
1420343315000,20,36
1420343320000,8,48
1420343325000,12,72
1420343330000,12,81
1420343335000,12,82
1420343340000,23,84
1420343345000,18,82
1420343350000,17,57
1420343355000,31,71
1420343360000,23,54
1420343365000,21,58
1420343370000,13,43
1420343375000,17,45
1420343380000,14,38
1420343385000,19,34
1420343390000,16,57
1420343395000,9,65
1420343400000,16,57
1420343405000,13,48
1420343410000,11,51
1420343415000,16,49
1420343420000,15,52
1420343425000,21,47
1420343430000,16,44
1420343435000,14,36
1420343440000,9,36
1420343445000,10,26
1420343450000,7,34
1420343455000,9,30
1420343460000,16,35
1420343465000,7,25
1420343470000,6,28
1420343475000,4,27
1420343480000,7,23
1420343485000,4,17
1420343490000,6,17
1420343495000,4,19
1420343500000,9,16
1420343505000,8,21
1420343510000,4,10
1420343515000,7,15
1420343520000,4,15
1420343525000,5,15
1420343530000,11,21
1420343535000,8,18
1420343540000,6,8
1420343545000,3,7
1420343550000,1,9
1420343555000,1,3
1420343560000,5,7
1420343565000,3,8
1420343570000,5,14
1420343575000,2,12
1420343580000,4,12
1420343585000,5,10
1420343590000,4,20
1420343595000,1,46
1420343600000,3,98
1420343605000,3,113
1420343610000,3,144
1420343615000,2,98
1420343620000,3,96
1420343625000,1,88
1420343630000,4,100
1420343635000,3,88
1420343640000,3,77
1420343645000,4,90
1420343650000,3,80
1420343655000,5,82
1420343660000,7,100
1420343665000,1,89
1420343670000,3,102
1420343675000,2,80
1420343680000,4,74
1420343685000,8,66
1420343690000,3,74
1420343695000,2,60
1420343700000,6,81
1420343705000,5,62
1420343710000,4,65
1420343715000,4,62
1420343720000,6,70
1420343725000,2,59
1420343730000,2,59
1420343735000,4,56
1420343740000,5,70
1420343745000,3,43
1420343750000,1,49
1420343755000,5,42
1420343760000,5,39
1420343765000,4,32
1420343770000,6,45
1420343775000,4,44
1420343780000,4,47
1420343785000,2,62
1420343790000,10,85
1420343795000,19,79
1420343800000,139,115
1420343805000,293,157
1420343810000,479,225
1420343815000,462,234
1420343820000,447,252
1420343825000,338,214
1420343830000,340,227
1420343835000,315,195
1420343840000,262,225
1420343845000,256,244
1420343850000,182,221
1420343855000,204,255
1420343860000,221,256
1420343865000,215,270
1420343870000,176,226
1420343875000,166,221
1420343880000,164,229
1420343885000,155,213
1420343890000,124,166
1420343895000,119,167
1420343900000,117,150
1420343905000,119,156
1420343910000,95,130
1420343915000,84,130
1420343920000,82,122
1420343925000,86,116
1420343930000,72,102
1420343935000,60,90
1420343940000,66,90
1420343945000,71,119
1420343950000,59,95
1420343955000,49,81
1420343960000,57,81
1420343965000,46,67
1420343970000,57,75
1420343975000,40,57
1420343980000,30,54
1420343985000,41,58
1420343990000,27,45
1420343995000,22,44
1.420344e+12,31,46
1420344005000,30,39
1420344010000,23,44
1420344015000,27,57
1420344020000,15,45
1420344025000,21,40
1420344030000,15,35
1420344035000,22,36
1420344040000,13,27
1420344045000,16,32
1420344050000,16,36
1420344055000,15,44
1420344060000,17,34
1420344065000,12,33
1420344070000,15,38
1420344075000,13,28
1420344080000,5,26
1420344085000,16,34
1420344090000,9,29
1420344095000,11,22
1420344100000,8,25
1420344105000,4,17
1420344110000,13,27
1420344115000,7,24
1420344120000,10,25
1420344125000,12,30
1420344130000,7,13
1420344135000,15,30
1420344140000,4,12
1420344145000,11,13
1420344150000,9,18
1420344155000,4,21
1420344160000,12,21
1420344165000,9,22
1420344170000,9,23
1420344175000,9,21
1420344180000,12,19
1420344185000,5,17
1420344190000,4,27
1420344195000,7,10
1420344200000,9,21
1420344205000,8,10
1420344210000,7,22
1420344215000,10,17
1420344220000,4,14
1420344225000,8,18
1420344230000,5,12
1420344235000,3,6
1420344240000,3,7
1420344245000,5,11
1420344250000,7,15
1420344255000,3,16
1420344260000,3,7
1420344265000,6,13
1420344270000,3,17
1420344275000,8,19
1420344280000,4,11
1420344285000,9,19
1420344290000,2,10
1420344295000,5,14
1420344300000,5,9
1420344305000,6,21
1420344310000,6,11
1420344315000,6,10
1420344320000,3,11
1420344325000,2,9
1420344330000,4,8
1420344335000,5,8
1420344340000,3,12
1420344345000,8,10
1420344350000,4,6
1420344355000,6,11
1420344360000,6,7
1420344365000,4,10
1420344370000,4,7
1420344375000,7,8
1420344380000,4,10
1420344385000,6,6
1420344390000,3,7
1420344395000,3,6
1420344400000,4,5
1420344405000,11,10
1420344410000,19,8
1420344415000,25,13
1420344420000,24,12
1420344425000,52,40
1420344430000,68,54
1420344435000,61,40
1420344440000,57,48
1420344445000,51,46
1420344450000,42,36
1420344455000,39,46
1420344460000,42,36
1420344465000,25,33
1420344470000,22,36
1420344475000,19,39
1420344480000,22,27
1420344485000,23,32
1420344490000,15,33
1420344495000,14,36
1420344500000,18,32
1420344505000,13,26
1420344510000,13,31
1420344515000,19,29
1420344520000,16,18
1420344525000,13,25
1420344530000,14,18
1420344535000,12,18
1420344540000,12,18
1420344545000,15,14
1420344550000,14,22
1420344555000,12,22
1420344560000,16,27
1420344565000,10,31
1420344570000,11,24
1420344575000,9,21
1420344580000,6,16
1420344585000,6,15
1420344590000,6,13
1420344595000,5,10
1420344600000,6,7
1420344605000,5,12
1420344610000,8,7
1420344615000,6,9
1420344620000,7,9
1420344625000,6,10
1420344630000,3,10
1420344635000,3,10
1420344640000,5,13
1420344645000,7,12
1420344650000,1,7
1420344655000,11,11
1420344660000,3,5
1420344665000,6,7
1420344670000,4,7
1420344675000,4,6
1420344680000,3,13
1420344685000,2,4
1420344690000,4,6
1420344695000,5,5
1420344700000,3,12
1420344705000,4,8
1420344710000,7,11
1420344715000,3,5
1420344720000,12,17
1420344725000,9,6
1420344730000,7,9
1420344735000,5,6
1420344740000,2,26
1420344745000,2,99
1420344750000,7,144
1420344755000,8,182
1420344760000,2,167
1420344765000,7,158
1420344770000,2,132
1420344775000,11,159
1420344780000,8,116
1420344785000,10,92
1420344790000,9,104
1420344795000,6,103
1420344800000,3,104
1420344805000,5,83
1420344810000,7,73
1420344815000,9,74
1420344820000,7,104
1420344825000,3,89
1420344830000,6,73
1420344835000,7,65
1420344840000,14,84
1420344845000,5,81
1420344850000,7,64
1420344855000,3,65
1420344860000,7,65
1420344865000,6,56
1420344870000,6,51
1420344875000,7,50
1420344880000,2,47
1420344885000,5,22
1420344890000,2,44
1420344895000,3,40
1420344900000,1,28
1420344905000,4,25
1420344910000,6,36
1420344915000,6,49
1420344920000,3,35
1420344925000,5,51
1420344930000,5,52
1420344935000,4,38
1420344940000,3,39
1420344945000,5,41
1420344950000,5,30
1420344955000,5,34
1420344960000,7,35
1420344965000,4,42
1420344970000,4,30
1420344975000,3,27
1420344980000,5,36
1420344985000,7,35
1420344990000,4,34
1420344995000,1,26
1.420345e+12,4,28
1420345005000,2,16
1420345010000,1,30
1420345015000,9,23
1420345020000,5,24
1420345025000,5,18
1420345030000,5,22
1420345035000,6,19
1420345040000,3,11
1420345045000,2,14
1420345050000,3,11
1420345055000,4,7
1420345060000,7,12
1420345065000,5,11
1420345070000,4,11
1420345075000,5,7
1420345080000,5,16
1420345085000,11,14
1420345090000,2,11
1420345095000,7,12
1420345100000,2,14
1420345105000,9,22
1420345110000,9,13
1420345115000,6,9
1420345120000,10,19
1420345125000,6,19
1420345130000,8,22
1420345135000,8,17
1420345140000,2,9
1420345145000,5,16
1420345150000,5,11
1420345155000,6,17
1420345160000,3,10
1420345165000,4,17
1420345170000,5,14
1420345175000,2,9
1420345180000,2,8
1420345185000,1,3
1420345190000,3,6
1420345195000,5,9
1420345200000,2,13
1420345205000,1,12
1420345210000,6,9
1420345215000,6,6
1420345220000,1,15
1420345225000,2,9
1420345230000,2,15
1420345235000,2,11
1420345240000,1,6
1420345245000,0,7
1420345250000,4,11
1420345255000,2,14
1420345260000,1,8
1420345265000,0,15
1420345270000,5,14
1420345275000,3,7
1420345280000,2,9
1420345285000,3,7
1420345290000,2,6
1420345295000,3,10
1420345300000,2,5
1420345305000,0,3
1420345310000,1,6
1420345315000,0,13
1420345320000,1,7
1420345325000,1,4
1420345330000,0,10
1420345335000,1,3
1420345340000,2,9
1420345345000,1,3
1420345350000,1,5
1420345355000,1,11
1420345360000,2,5
1420345365000,2,8
1420345370000,1,9
1420345375000,1,6
1420345380000,0,2
1420345385000,2,1
1420345390000,3,13
1420345395000,2,5
1420345400000,0,3
1420345405000,2,5
1420345410000,2,5
1420345415000,1,6
1420345420000,0,3
1420345425000,2,6
1420345430000,1,3
1420345435000,4,4
1420345440000,1,8
1420345445000,3,4
1420345450000,1,2
1420345455000,1,2
1420345460000,1,5
1420345465000,2,8
1420345470000,2,7
1420345475000,0,5
1420345480000,2,3
1420345485000,5,5
1420345490000,2,5
1420345495000,3,6
1420345500000,2,2
1420345505000,3,8
1420345510000,1,7
1420345515000,3,7
1420345520000,1,7
1420345525000,1,9
1420345530000,3,7
1420345535000,3,6
1420345540000,0,5
1420345545000,2,8
1420345550000,2,8
1420345555000,2,12
1420345560000,0,4
1420345565000,1,4
1420345570000,0,4
1420345575000,1,4
1420345580000,3,7
1420345585000,3,4
1420345590000,2,11
1420345595000,2,3
1420345600000,2,8
1420345605000,1,9
1420345610000,1,5
1420345615000,1,7
1420345620000,2,4
1420345625000,1,10
1420345630000,1,4
1420345635000,0,8
1420345640000,1,15
1420345645000,3,7
1420345650000,2,9
1420345655000,4,8
1420345660000,0,3
1420345665000,1,0
1420345670000,1,2
1420345675000,1,8
1420345680000,1,6
1420345685000,2,7
1420345690000,1,4
1420345695000,0,10
1420345700000,0,9
1420345705000,3,20
1420345710000,1,19
1420345715000,0,15
1420345720000,2,11
1420345725000,3,19
1420345730000,0,10
1420345735000,0,8
1420345740000,1,7
1420345745000,1,9
1420345750000,0,12
1420345755000,1,12
1420345760000,2,6
1420345765000,3,7
1420345770000,1,6
1420345775000,0,6
1420345780000,1,8
1420345785000,0,11
1420345790000,1,6
1420345795000,3,14
1420345800000,1,12
1420345805000,2,9
1420345810000,3,12
1420345815000,0,3
1420345820000,1,8
1420345825000,1,9
1420345830000,3,3
1420345835000,1,7
1420345840000,0,6
1420345845000,3,8
1420345850000,1,9
1420345855000,1,6
1420345860000,0,7
1420345865000,0,6
1420345870000,1,6
1420345875000,1,8
1420345880000,0,8
1420345885000,0,5
1420345890000,2,3
1420345895000,1,9
1420345900000,0,6
1420345905000,2,12
1420345910000,1,6
1420345915000,2,6
1420345920000,0,7
1420345925000,2,10
1420345930000,2,5
1420345935000,3,7
1420345940000,2,9
1420345945000,1,6
1420345950000,2,6
1420345955000,3,13
1420345960000,1,10
1420345965000,3,9
1420345970000,4,13
1420345975000,4,12
1420345980000,3,10
1420345985000,2,9
1420345990000,1,7
1420345995000,1,5
1.420346e+12,1,6
1420346005000,0,5
1420346010000,1,4
1420346015000,1,3
1420346020000,1,6
1420346025000,1,7
1420346030000,0,0
1420346035000,1,3
1420346040000,1,11
1420346045000,0,5
1420346050000,2,6
1420346055000,1,5
1420346060000,2,7
1420346065000,0,5
1420346070000,1,12
1420346075000,1,6
1420346080000,1,3
1420346085000,0,3
1420346090000,0,11
1420346095000,2,2
1420346100000,0,8
1420346105000,0,1
1420346110000,2,7
1420346115000,1,7
1420346120000,1,6
1420346125000,1,4
1420346130000,2,4
1420346135000,0,2
1420346140000,2,3
1420346145000,0,2
1420346150000,2,3
1420346155000,0,6
1420346160000,0,6
1420346165000,2,5
1420346170000,1,5
1420346175000,2,7
1420346180000,1,8
1420346185000,3,8
1420346190000,1,5
1420346195000,0,4
1420346200000,2,8
1420346205000,2,9
1420346210000,0,6
1420346215000,1,2
1420346220000,0,3
1420346225000,0,2
1420346230000,1,5
1420346235000,2,6
1420346240000,0,3
1420346245000,1,11
1420346250000,0,1
1420346255000,0,3
1420346260000,0,3
1420346265000,1,8
1420346270000,1,5
1420346275000,0,1
1420346280000,2,5
1420346285000,0,4
1420346290000,2,6
1420346295000,0,1
1420346300000,0,7
1420346305000,0,2
1420346310000,0,0
1420346315000,0,0
1420346320000,0,3
1420346325000,1,8
